Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
324,2.58762e-007,1.48762e-008,3.48508e-008,4.52571e-008,1.30883e-007,5.32191e-008,9.90349e-008,6.13905e-008,4.21143e-008,3.89714e-008,8.04572e-008,8.21333e-008,2.60089e-007,3.96698e-008,4.49079e-008,3.33143e-008,9.81968e-008,5.21714e-008,4.58159e-008,5.30095e-008,4.97968e-008,5.72e-008,2.89841e-008,4.02286e-008,4.33714e-008,3.36635e-008,4.51175e-008,4.74921e-008,4.94476e-008,
325,2.70775e-007,1.52952e-008,3.61778e-008,4.70032e-008,1.31302e-007,5.58032e-008,9.92445e-008,5.51746e-008,4.45587e-008,3.14984e-008,8.0946e-008,7.84318e-008,2.59879e-007,4.05079e-008,4.55365e-008,3.61778e-008,9.91746e-008,4.77016e-008,4.36508e-008,6.25079e-008,4.88191e-008,5.80381e-008,2.86349e-008,4.02984e-008,4.37905e-008,3.37333e-008,4.5327e-008,4.74222e-008,4.93778e-008,
326,2.65746e-007,1.46667e-008,3.72952e-008,4.81905e-008,1.28159e-007,5.16127e-008,1.0106e-007,5.88762e-008,4.43492e-008,3.33841e-008,8.07365e-008,7.83619e-008,2.56876e-007,4.01587e-008,4.60952e-008,3.46413e-008,9.90349e-008,4.87492e-008,4.41397e-008,7.68254e-008,4.84698e-008,7.94794e-008,2.85651e-008,4.00191e-008,4.28127e-008,3.35238e-008,4.46984e-008,4.65841e-008,4.86095e-008,
327,2.69098e-007,1.52254e-008,3.75048e-008,4.91683e-008,1.32978e-007,5.79683e-008,1.04413e-007,5.74095e-008,5.31492e-008,3.35238e-008,8.15048e-008,7.89905e-008,2.79435e-007,4.02286e-008,4.97968e-008,3.52e-008,9.9454e-008,4.93079e-008,4.46984e-008,6.30667e-008,4.86095e-008,5.62921e-008,2.89143e-008,4.01587e-008,4.3581e-008,3.42222e-008,4.5327e-008,4.72127e-008,4.86794e-008,
328,2.72451e-007,1.48064e-008,3.59683e-008,5.12635e-008,1.37937e-007,6.06222e-008,1.04273e-007,6.12508e-008,4.53968e-008,3.43619e-008,8.24127e-008,8.00381e-008,2.59391e-007,4.16254e-008,4.74921e-008,3.56191e-008,1.0099e-007,5.03556e-008,4.56762e-008,5.04952e-008,4.90984e-008,5.62921e-008,2.84952e-008,4.12064e-008,4.43492e-008,3.32445e-008,4.63746e-008,4.67937e-008,4.79111e-008,
329,2.63651e-007,1.50159e-008,3.76444e-008,5.28e-008,1.40032e-007,5.97841e-008,9.17714e-008,5.74095e-008,4.59556e-008,3.49206e-008,8.29016e-008,8.0527e-008,2.59391e-007,4.21143e-008,4.77714e-008,3.65968e-008,1.0134e-007,5.1054e-008,4.63048e-008,4.38603e-008,4.7981e-008,5.68508e-008,2.83556e-008,4.12064e-008,4.45587e-008,3.35937e-008,4.81206e-008,4.67937e-008,4.83302e-008,
330,2.70425e-007,1.51556e-008,3.99492e-008,5.52445e-008,1.41429e-007,5.69206e-008,1.0127e-007,5.26603e-008,4.65841e-008,3.52e-008,8.4927e-008,8.23429e-008,3.12749e-007,4.30222e-008,4.93079e-008,3.73651e-008,1.09721e-007,5.18222e-008,4.74921e-008,6.08318e-008,4.9727e-008,5.78286e-008,2.9054e-008,4.04381e-008,4.37206e-008,3.55492e-008,4.53968e-008,4.73524e-008,4.93079e-008,
331,2.63721e-007,1.48762e-008,4.23937e-008,5.53143e-008,1.43943e-007,6.2927e-008,1.02667e-007,5.53143e-008,4.75619e-008,3.58286e-008,8.57651e-008,8.29714e-008,2.66514e-007,4.33016e-008,5.07048e-008,3.72952e-008,1.04273e-007,5.34984e-008,4.78413e-008,5.14032e-008,4.81905e-008,5.75492e-008,2.87746e-008,3.72254e-008,4.03683e-008,3.54794e-008,4.16254e-008,4.70032e-008,4.80508e-008,
332,2.66444e-007,1.59937e-008,3.7854e-008,5.76889e-008,1.42756e-007,6.13206e-008,9.70794e-008,5.5454e-008,4.7981e-008,3.63175e-008,8.4927e-008,8.26222e-008,2.63022e-007,4.42095e-008,5.04952e-008,3.85524e-008,1.0993e-007,5.30095e-008,4.75619e-008,6.67683e-008,4.88889e-008,5.68508e-008,2.88444e-008,3.6946e-008,4.00191e-008,3.32444e-008,4.12762e-008,4.6654e-008,4.75619e-008,
333,2.70984e-007,1.6273e-008,3.99492e-008,5.95746e-008,1.43454e-007,6.4673e-008,1.07975e-007,5.68508e-008,5.28698e-008,3.72952e-008,8.69524e-008,8.43683e-008,2.67422e-007,4.48381e-008,5.14032e-008,3.41524e-008,1.00083e-007,5.41968e-008,4.84e-008,5.35683e-008,4.85397e-008,5.78984e-008,2.9054e-008,4.06476e-008,4.3581e-008,3.37333e-008,4.53968e-008,4.71429e-008,4.90286e-008,
334,2.66235e-007,1.57841e-008,4.11365e-008,6.11111e-008,1.47435e-007,6.09016e-008,1.06298e-007,5.76191e-008,5.25206e-008,3.90413e-008,8.79302e-008,8.52064e-008,2.69168e-007,4.67238e-008,5.2381e-008,3.55492e-008,1.02527e-007,5.0146e-008,4.49079e-008,6.87238e-008,4.97968e-008,5.82476e-008,2.93333e-008,4.14857e-008,4.46286e-008,3.35937e-008,4.67937e-008,4.74222e-008,4.85397e-008,
335,2.64768e-007,1.57143e-008,4.23238e-008,7.09587e-008,1.4981e-007,6.69778e-008,1.01549e-007,5.78984e-008,4.9727e-008,4.07175e-008,8.66032e-008,8.54159e-008,2.67632e-007,4.73524e-008,5.26603e-008,3.63873e-008,1.01898e-007,5.0146e-008,4.63048e-008,4.74921e-008,4.88191e-008,5.62222e-008,2.87746e-008,4.12064e-008,4.49079e-008,3.39429e-008,4.69333e-008,4.75619e-008,4.84698e-008,
336,2.65257e-007,1.52952e-008,3.60381e-008,5.33587e-008,1.50019e-007,6.6e-008,9.52635e-008,5.58032e-008,5.07746e-008,3.96698e-008,8.77206e-008,8.61143e-008,2.68051e-007,4.81206e-008,5.34286e-008,3.93206e-008,1.0141e-007,5.14032e-008,4.68635e-008,4.78413e-008,4.89587e-008,5.71302e-008,2.9054e-008,4.12762e-008,4.49778e-008,3.39429e-008,4.68635e-008,4.70032e-008,4.84698e-008,
337,2.76432e-007,1.48762e-008,3.82032e-008,5.53841e-008,1.58889e-007,6.95619e-008,1.06997e-007,5.55937e-008,5.16127e-008,4.05778e-008,8.94667e-008,8.76508e-008,2.71403e-007,4.98667e-008,5.44064e-008,3.99492e-008,1.03644e-007,5.25905e-008,4.80508e-008,6.36254e-008,4.91683e-008,5.75492e-008,2.89143e-008,4.20444e-008,4.58159e-008,3.42921e-008,4.72825e-008,4.77714e-008,4.93079e-008,
338,2.65816e-007,1.50857e-008,3.88318e-008,5.60127e-008,1.57003e-007,6.47429e-008,1.03156e-007,5.72698e-008,5.21016e-008,4.12762e-008,9.72889e-008,8.76508e-008,2.68679e-007,4.99365e-008,5.51048e-008,4.07175e-008,1.04064e-007,5.19619e-008,4.89587e-008,6.20191e-008,4.93079e-008,5.76191e-008,2.86349e-008,3.72952e-008,4.04381e-008,3.32444e-008,4.12762e-008,4.67238e-008,4.74921e-008,
339,2.69867e-007,1.4946e-008,4.01587e-008,5.80381e-008,1.5819e-007,7.18667e-008,1.03714e-007,6.28571e-008,5.36381e-008,4.23238e-008,9.07937e-008,8.91175e-008,2.7287e-007,5.07746e-008,5.57333e-008,4.14857e-008,1.05321e-007,5.42667e-008,4.98667e-008,6.02032e-008,4.88191e-008,5.84572e-008,2.9054e-008,3.75746e-008,4.05778e-008,3.41524e-008,4.16254e-008,4.79111e-008,4.80508e-008,
340,2.75384e-007,1.50857e-008,3.41524e-008,5.2381e-008,1.60705e-007,7.06095e-008,1.01619e-007,5.64318e-008,5.46857e-008,4.2673e-008,9.09333e-008,8.93968e-008,2.71683e-007,5.18222e-008,5.66413e-008,3.92508e-008,1.06298e-007,5.52445e-008,5.00064e-008,5.5454e-008,4.89587e-008,6.87937e-008,2.86349e-008,4.12762e-008,4.46286e-008,3.35937e-008,4.67937e-008,4.68635e-008,4.81905e-008,
341,2.7273e-007,1.4946e-008,3.61778e-008,5.34286e-008,1.63359e-007,3.75746e-008,1.08184e-007,5.90159e-008,3.50603e-008,4.61651e-008,9.24e-008,9.07238e-008,2.75454e-007,5.19619e-008,3.57587e-008,4.07873e-008,1.07695e-007,5.62222e-008,5.19619e-008,6.06222e-008,4.94476e-008,7.04e-008,2.91937e-008,4.07873e-008,4.42095e-008,3.40825e-008,4.58159e-008,4.74222e-008,4.90984e-008,
342,3.14844e-007,1.4946e-008,3.70857e-008,5.4546e-008,1.63079e-007,3.70159e-008,1.04064e-007,5.92254e-008,3.70159e-008,4.44191e-008,9.29587e-008,9.07238e-008,2.80343e-007,5.30794e-008,3.89016e-008,3.56191e-008,1.00222e-007,5.5873e-008,5.09143e-008,5.68508e-008,4.95873e-008,6.92826e-008,2.85651e-008,4.19048e-008,4.26032e-008,3.39429e-008,4.7073e-008,4.72825e-008,4.87492e-008,
343,2.8586e-007,1.4946e-008,3.86921e-008,5.72e-008,1.66851e-007,3.80635e-008,9.87556e-008,6.27175e-008,3.64571e-008,4.45587e-008,9.26794e-008,9.14921e-008,2.73289e-007,5.30794e-008,3.91111e-008,3.71556e-008,1.03156e-007,5.18222e-008,4.71429e-008,4.28127e-008,5.00064e-008,6.89333e-008,2.86349e-008,3.75746e-008,3.85524e-008,3.3454e-008,4.19746e-008,4.70032e-008,4.82603e-008,
344,2.91797e-007,1.48064e-008,3.6527e-008,5.26603e-008,1.34584e-007,3.99492e-008,1.02597e-007,5.9854e-008,3.9181e-008,4.58159e-008,1.04971e-007,1.00571e-007,2.77759e-007,5.53143e-008,3.80635e-008,3.86222e-008,1.04413e-007,5.34286e-008,4.91683e-008,7.45905e-008,5.28698e-008,6.92825e-008,2.91238e-008,4.15556e-008,4.25333e-008,3.33143e-008,4.7073e-008,4.74222e-008,4.91683e-008,
345,2.8614e-007,1.50857e-008,3.79937e-008,5.14032e-008,1.33327e-007,4.00889e-008,9.64508e-008,5.32889e-008,3.84127e-008,4.63746e-008,9.9873e-008,9.26095e-008,2.72381e-007,5.48254e-008,3.85524e-008,3.86921e-008,1.04273e-007,5.67111e-008,4.95873e-008,5.47556e-008,4.84698e-008,7.17968e-008,2.9054e-008,4.2673e-008,4.37905e-008,3.35238e-008,4.65841e-008,4.71429e-008,4.86095e-008,
346,2.88235e-007,1.48064e-008,3.9181e-008,5.26603e-008,1.34025e-007,4.03683e-008,1.01829e-007,6.04825e-008,3.93206e-008,5.11937e-008,9.51238e-008,9.35873e-008,2.96267e-007,5.60825e-008,3.91111e-008,3.93206e-008,1.12165e-007,5.46159e-008,4.97968e-008,5.69905e-008,4.98667e-008,6.75365e-008,2.87746e-008,3.76444e-008,3.79238e-008,3.35937e-008,4.11365e-008,4.72825e-008,4.75619e-008,
347,2.87816e-007,1.50159e-008,3.97397e-008,5.41968e-008,1.41848e-007,4.09968e-008,1.03016e-007,6.16699e-008,3.97397e-008,5.34286e-008,9.51937e-008,9.38667e-008,2.81949e-007,5.60825e-008,3.99492e-008,4.03683e-008,1.10489e-007,5.44762e-008,5.07746e-008,4.72127e-008,5.65016e-008,6.64191e-008,2.88444e-008,3.96698e-008,4.12064e-008,3.32444e-008,4.51175e-008,4.67238e-008,4.85397e-008,
348,2.75664e-007,1.48064e-008,3.81333e-008,4.72825e-008,1.32419e-007,4.12762e-008,1.09581e-007,5.85968e-008,3.89016e-008,5.35683e-008,9.68e-008,1.03365e-007,2.7727e-007,5.74095e-008,4.03683e-008,4.14159e-008,1.12724e-007,5.60127e-008,5.09143e-008,8.19937e-008,4.98667e-008,6.96318e-008,2.85651e-008,3.79238e-008,3.87619e-008,3.3454e-008,4.19048e-008,4.65841e-008,4.78413e-008,
349,2.75454e-007,1.50159e-008,3.98095e-008,5.2381e-008,1.33746e-007,3.85524e-008,1.08673e-007,5.68508e-008,3.99492e-008,5.16127e-008,9.76381e-008,9.5473e-008,2.78248e-007,5.78286e-008,4.14159e-008,4.14159e-008,1.1419e-007,5.74095e-008,5.17524e-008,6.04127e-008,4.88191e-008,7.86413e-008,2.87746e-008,4.16254e-008,4.26032e-008,3.3454e-008,4.67937e-008,4.67937e-008,4.83302e-008,
350,2.76222e-007,1.50159e-008,4.11365e-008,5.04952e-008,1.36819e-007,4.31619e-008,1.00222e-007,5.84572e-008,4.01587e-008,5.21016e-008,9.77778e-008,9.65206e-008,2.79365e-007,5.88762e-008,4.23238e-008,4.24635e-008,1.10978e-007,5.80381e-008,5.18222e-008,6.14603e-008,4.95873e-008,6.93524e-008,2.87746e-008,3.71556e-008,3.84127e-008,3.35937e-008,4.15556e-008,4.73524e-008,4.82603e-008,
351,2.76152e-007,1.50857e-008,4.20444e-008,5.16825e-008,1.31511e-007,4.55365e-008,1.16844e-007,5.82476e-008,4.02984e-008,5.29397e-008,1.08324e-007,9.70095e-008,2.79086e-007,5.91556e-008,4.35111e-008,3.85524e-008,1.1e-007,5.84571e-008,5.18921e-008,3.46413e-008,4.90984e-008,6.80952e-008,2.86349e-008,3.7854e-008,3.86921e-008,3.3873e-008,4.16254e-008,4.72127e-008,4.81905e-008,
352,2.78876e-007,1.47365e-008,3.58984e-008,4.51873e-008,1.36121e-007,4.51175e-008,1.03924e-007,6.18794e-008,4.33016e-008,5.40571e-008,9.97333e-008,1.04902e-007,2.92914e-007,3.79937e-008,4.38603e-008,3.91111e-008,1.11117e-007,5.43365e-008,4.88889e-008,6.20889e-008,5.24508e-008,6.94921e-008,2.87746e-008,3.7854e-008,3.86921e-008,3.3454e-008,4.16952e-008,4.69333e-008,4.81905e-008,
353,2.76991e-007,1.54349e-008,3.84825e-008,4.74222e-008,1.38146e-007,4.50476e-008,1.03994e-007,6.32762e-008,4.26032e-008,5.49651e-008,9.96635e-008,9.93143e-008,2.79714e-007,3.75746e-008,4.51873e-008,4.01587e-008,1.11117e-007,5.43365e-008,4.98667e-008,4.19746e-008,4.90984e-008,6.00635e-008,2.88444e-008,4.00889e-008,4.0927e-008,3.37333e-008,4.47683e-008,4.72127e-008,4.88191e-008,
354,2.82089e-007,1.51556e-008,4.00889e-008,5.16825e-008,1.39333e-007,4.67937e-008,1.05321e-007,6.56508e-008,4.2673e-008,5.65714e-008,1.01968e-007,1.02038e-007,2.85371e-007,3.90413e-008,4.5746e-008,4.10667e-008,1.12165e-007,5.62921e-008,5.21016e-008,9.20508e-008,5.04952e-008,5.84572e-008,2.88444e-008,4.16952e-008,4.2673e-008,3.37333e-008,4.7073e-008,4.74921e-008,4.88191e-008,
355,2.77619e-007,1.55048e-008,4.04381e-008,4.96572e-008,1.39403e-007,4.79111e-008,1.11327e-007,6.05524e-008,4.32318e-008,5.72698e-008,1.00921e-007,1.0113e-007,2.80343e-007,3.96698e-008,4.56064e-008,4.15556e-008,1.12724e-007,5.59429e-008,5.44762e-008,7.25651e-008,4.83302e-008,6.05524e-008,2.89143e-008,3.73651e-008,3.84825e-008,3.35238e-008,4.19048e-008,4.71429e-008,4.79111e-008,
356,2.82648e-007,1.50159e-008,3.35937e-008,4.28825e-008,1.44641e-007,4.75619e-008,9.84762e-008,6.3346e-008,4.41397e-008,5.87365e-008,1.02946e-007,1.02876e-007,2.93752e-007,4.07175e-008,4.74222e-008,4.30921e-008,1.1461e-007,5.72e-008,5.28e-008,7.45905e-008,4.93778e-008,5.74794e-008,2.89841e-008,4.17651e-008,4.12064e-008,3.40127e-008,4.55365e-008,4.72127e-008,4.92381e-008,
357,2.8146e-007,1.47365e-008,3.62476e-008,4.42095e-008,1.68876e-007,4.95175e-008,9.75683e-008,6.24381e-008,4.49778e-008,5.95048e-008,1.03086e-007,1.02806e-007,3.03251e-007,4.10667e-008,4.73524e-008,4.33714e-008,1.21175e-007,5.88064e-008,5.30794e-008,4.99365e-008,5.18921e-008,5.76191e-008,2.86349e-008,3.99492e-008,4.29524e-008,3.32444e-008,4.47683e-008,4.68635e-008,4.92381e-008,
358,2.79435e-007,1.51556e-008,3.74349e-008,4.52572e-008,1.55397e-007,4.91683e-008,1.08254e-007,6.07619e-008,4.63048e-008,6.36254e-008,1.02876e-007,1.02597e-007,2.80762e-007,4.16254e-008,4.84e-008,4.31619e-008,1.16705e-007,5.8946e-008,5.26603e-008,7.52191e-008,4.94476e-008,5.76191e-008,2.9054e-008,3.71556e-008,4.04381e-008,3.31746e-008,4.1346e-008,4.68635e-008,4.79111e-008,
359,2.82857e-007,1.50159e-008,3.81333e-008,4.86794e-008,1.63079e-007,4.93778e-008,1.15098e-007,6.16699e-008,4.82603e-008,6.16698e-008,1.04273e-007,1.10349e-007,2.83556e-007,5.02159e-008,4.86095e-008,4.44889e-008,1.08184e-007,6.32064e-008,5.30794e-008,5.57333e-008,4.90984e-008,5.6781e-008,2.89143e-008,4.08571e-008,4.19746e-008,3.32444e-008,4.6654e-008,4.71429e-008,4.82603e-008,
360,2.84114e-007,1.50159e-008,3.61079e-008,5.16825e-008,1.65594e-007,5.13333e-008,1.09721e-007,5.93651e-008,5.09143e-008,6.26476e-008,1.05251e-007,1.03714e-007,2.85092e-007,4.33016e-008,4.96571e-008,4.02286e-008,1.05181e-007,6.07619e-008,5.36381e-008,5.61524e-008,4.92381e-008,5.76191e-008,2.89143e-008,3.97397e-008,4.09968e-008,3.31746e-008,4.46286e-008,4.72825e-008,4.88889e-008,
361,2.97873e-007,1.48064e-008,3.75746e-008,5.04952e-008,1.64825e-007,5.34984e-008,1.03644e-007,5.92254e-008,4.74921e-008,6.34857e-008,1.0539e-007,1.03994e-007,2.83905e-007,4.12064e-008,5.00762e-008,4.05778e-008,1.06159e-007,5.55238e-008,5.1054e-008,4.89587e-008,4.94476e-008,5.71302e-008,2.84254e-008,3.77143e-008,3.85524e-008,3.3454e-008,4.16254e-008,4.69333e-008,4.81206e-008,
362,3.02622e-007,1.48064e-008,3.90413e-008,5.25206e-008,1.70203e-007,5.18921e-008,1.1014e-007,5.97841e-008,4.87492e-008,6.50921e-008,1.15168e-007,1.0581e-007,2.88375e-007,4.2673e-008,5.11937e-008,4.23937e-008,1.08603e-007,5.79683e-008,5.18222e-008,6.49524e-008,4.98667e-008,5.80381e-008,2.88444e-008,4.01587e-008,4.14159e-008,3.39429e-008,4.54667e-008,5.07746e-008,4.95175e-008,
363,3.02133e-007,1.57143e-008,4.00889e-008,5.30794e-008,1.73206e-007,5.13333e-008,1.12305e-007,5.82476e-008,4.93079e-008,6.62794e-008,1.07695e-007,1.06298e-007,2.87606e-007,4.25333e-008,5.17524e-008,4.35111e-008,1.07905e-007,5.8527e-008,5.32889e-008,5.15429e-008,5.65714e-008,5.76191e-008,2.89143e-008,4.16952e-008,4.2673e-008,3.40825e-008,4.95873e-008,4.9727e-008,4.88889e-008,
364,3.02971e-007,1.57143e-008,3.81333e-008,5.88064e-008,1.7621e-007,5.20318e-008,9.97333e-008,6.16e-008,5.21714e-008,6.7327e-008,1.08533e-007,1.07067e-007,2.88305e-007,4.34413e-008,5.24508e-008,4.32318e-008,1.09092e-007,5.76889e-008,5.37778e-008,8.12952e-008,4.97968e-008,5.81079e-008,2.89841e-008,3.77841e-008,3.85524e-008,3.40127e-008,4.47683e-008,4.72825e-008,4.84e-008,
365,3.01784e-007,1.57841e-008,3.96698e-008,5.99937e-008,1.77257e-007,5.60825e-008,1.13702e-007,6.00635e-008,5.00064e-008,6.80952e-008,1.08464e-007,1.07137e-007,2.87257e-007,4.34413e-008,5.43365e-008,4.58857e-008,1.09371e-007,5.78984e-008,5.44762e-008,6.07619e-008,4.93778e-008,5.78984e-008,2.88444e-008,4.01587e-008,4.1346e-008,3.39429e-008,4.46984e-008,4.76318e-008,4.88191e-008,
366,3.02273e-007,1.66222e-008,4.1346e-008,6.19492e-008,1.76489e-007,5.4546e-008,1.06857e-007,6.04825e-008,5.09841e-008,6.92127e-008,1.16495e-007,1.07765e-007,3.20362e-007,4.49079e-008,5.32889e-008,4.52571e-008,1.09651e-007,6.04825e-008,5.38476e-008,5.80381e-008,4.98667e-008,5.78984e-008,2.92635e-008,3.76444e-008,3.86921e-008,3.39429e-008,4.20444e-008,4.71429e-008,4.81905e-008,
367,3.00457e-007,1.50159e-008,4.19746e-008,6.25778e-008,1.79003e-007,5.55238e-008,1.04203e-007,5.93651e-008,5.20318e-008,6.99111e-008,1.09092e-007,1.07695e-007,3.00457e-007,4.51175e-008,5.42667e-008,4.54667e-008,1.1021e-007,6.0273e-008,5.48254e-008,4.29524e-008,5.16127e-008,6.69778e-008,2.82159e-008,4.10667e-008,4.19746e-008,3.35937e-008,4.61651e-008,4.67937e-008,4.84e-008,
368,3.02692e-007,1.52952e-008,3.61778e-008,5.64318e-008,1.79422e-007,5.73397e-008,1.06857e-007,5.76889e-008,5.52444e-008,7.11683e-008,1.10279e-007,1.09162e-007,2.89702e-007,4.65143e-008,5.49651e-008,4.61651e-008,1.11886e-007,6.18794e-008,5.53143e-008,7.63365e-008,5.21016e-008,6.11111e-008,2.88444e-008,3.93905e-008,4.10667e-008,3.35238e-008,4.49079e-008,4.67937e-008,4.89587e-008,
369,2.9047e-007,1.4946e-008,3.87619e-008,5.8946e-008,1.83333e-007,5.76889e-008,1.09371e-007,6.7746e-008,5.68508e-008,7.29143e-008,1.11956e-007,1.15867e-007,3.1687e-007,4.71429e-008,5.60825e-008,4.23937e-008,1.07206e-007,6.56508e-008,5.58032e-008,7.24952e-008,5.23111e-008,5.76889e-008,2.92635e-008,4.16254e-008,4.25333e-008,3.33143e-008,4.67238e-008,4.71429e-008,4.87492e-008,
370,2.9473e-007,1.4946e-008,3.99492e-008,5.99238e-008,1.86895e-007,5.76191e-008,1.25714e-007,6.71873e-008,5.53841e-008,7.45905e-008,1.13911e-007,1.12514e-007,2.97524e-007,4.88889e-008,5.70603e-008,4.30222e-008,1.08114e-007,6.23683e-008,5.28698e-008,6.87238e-008,5.03556e-008,5.84572e-008,2.9473e-008,4.0927e-008,4.20444e-008,3.39429e-008,4.84e-008,4.7981e-008,4.97968e-008,
371,2.90121e-007,1.53651e-008,4.08571e-008,6.17397e-008,1.88571e-007,5.69905e-008,1.10559e-007,6.4254e-008,5.58032e-008,7.48e-008,1.19149e-007,1.11606e-007,2.92984e-007,4.81206e-008,5.74794e-008,4.3581e-008,1.1014e-007,5.87365e-008,5.37079e-008,5.74095e-008,5.55937e-008,6.63492e-008,2.88444e-008,4.14857e-008,4.26032e-008,3.3873e-008,4.97968e-008,4.73524e-008,4.91683e-008,
372,2.89702e-007,1.51556e-008,3.37333e-008,5.41968e-008,1.47644e-007,3.8273e-008,1.09302e-007,6.1181e-008,3.68064e-008,7.57079e-008,1.13143e-007,1.11816e-007,2.92425e-007,4.90984e-008,3.72254e-008,4.49778e-008,1.08813e-007,5.88762e-008,5.44762e-008,7.8781e-008,4.96572e-008,5.72e-008,2.84254e-008,3.96698e-008,4.05778e-008,3.35238e-008,4.47683e-008,4.69333e-008,4.85397e-008,
373,2.92775e-007,1.51556e-008,3.58286e-008,5.55238e-008,1.53511e-007,3.93206e-008,1.03994e-007,6.20889e-008,3.84127e-008,7.73143e-008,1.25784e-007,1.13422e-007,2.95638e-007,5.00762e-008,3.85524e-008,4.55365e-008,1.11467e-007,6.04825e-008,5.56635e-008,4.9727e-008,4.9727e-008,5.8527e-008,2.87746e-008,3.77143e-008,3.84127e-008,3.40825e-008,4.16952e-008,4.71429e-008,4.77714e-008,
374,2.91727e-007,1.4946e-008,3.6946e-008,5.72698e-008,1.5379e-007,3.93206e-008,1.04832e-007,6.18095e-008,3.87619e-008,7.76635e-008,1.15587e-007,1.20686e-007,2.94451e-007,5.05651e-008,3.83429e-008,4.74222e-008,1.11257e-007,6.79556e-008,5.64318e-008,5.91556e-008,4.97968e-008,5.78984e-008,2.86349e-008,4.16254e-008,4.25333e-008,3.35238e-008,4.64444e-008,4.72825e-008,5.15429e-008,
375,2.93473e-007,1.50857e-008,3.82032e-008,5.83175e-008,1.4953e-007,4.18349e-008,1.09092e-007,5.72e-008,3.94603e-008,7.88508e-008,1.17054e-007,1.1426e-007,2.96057e-007,5.13333e-008,3.91111e-008,4.67238e-008,1.10489e-007,6.27873e-008,5.5454e-008,4.52571e-008,5.75492e-008,6.66286e-008,2.85651e-008,3.74349e-008,3.85524e-008,3.35937e-008,4.17651e-008,4.70032e-008,4.7981e-008,
376,3.01435e-007,1.51556e-008,3.60381e-008,5.2381e-008,1.55676e-007,4.07873e-008,1.09092e-007,6.04825e-008,3.97397e-008,7.97587e-008,1.17124e-007,1.14679e-007,2.9494e-007,5.19619e-008,3.96e-008,4.79111e-008,1.11537e-007,6.24381e-008,5.66413e-008,7.41714e-008,4.95175e-008,6.7746e-008,2.87048e-008,4.0927e-008,4.19048e-008,3.33143e-008,4.60254e-008,4.71429e-008,4.86794e-008,
377,2.96895e-007,1.48064e-008,3.74349e-008,5.37778e-008,1.56584e-007,4.31619e-008,1.26273e-007,6.13905e-008,4.14857e-008,8.65333e-008,1.1873e-007,1.16565e-007,2.99619e-007,5.32191e-008,4.01587e-008,4.93079e-008,1.1433e-007,6.39048e-008,5.78286e-008,5.51746e-008,4.95175e-008,7.91302e-008,2.85651e-008,4.02286e-008,4.30921e-008,3.33841e-008,4.49079e-008,4.69333e-008,4.95175e-008,
378,2.95568e-007,1.53651e-008,3.92508e-008,5.48952e-008,1.5861e-007,4.2673e-008,1.01689e-007,6.08318e-008,4.1346e-008,2.73079e-008,2.2419e-008,1.16775e-007,2.98292e-007,5.36381e-008,4.1346e-008,4.42095e-008,1.07975e-007,6.32064e-008,5.75492e-008,5.78984e-008,5.02159e-008,6.89333e-008,2.89143e-008,4.03683e-008,4.38603e-008,3.37333e-008,4.53968e-008,4.72825e-008,4.93079e-008,
379,2.99898e-007,1.4946e-008,3.99492e-008,5.73397e-008,1.65384e-007,4.4e-008,1.03365e-007,6.63492e-008,4.08571e-008,2.89841e-008,2.34667e-008,1.18381e-007,3.02622e-007,5.46857e-008,4.18349e-008,4.53968e-008,1.08394e-007,6.06222e-008,5.28698e-008,5.07048e-008,5.69206e-008,7.98286e-008,2.85651e-008,4.02984e-008,4.11365e-008,3.36635e-008,4.50476e-008,4.73524e-008,4.93778e-008,
380,2.96476e-007,1.52952e-008,3.73651e-008,4.86095e-008,1.57492e-007,4.40698e-008,1.08603e-007,6.51619e-008,4.30222e-008,2.9054e-008,2.43048e-008,1.17962e-007,2.97733e-007,5.52445e-008,4.24635e-008,4.56762e-008,1.09511e-007,6.1181e-008,5.46159e-008,7.87111e-008,4.99365e-008,6.83746e-008,2.88444e-008,3.97397e-008,4.06476e-008,3.33841e-008,4.45587e-008,4.7073e-008,4.87492e-008,
