Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
267,2.17905e-007,1.50159e-008,4.18349e-008,5.76191e-008,1.47295e-007,4.49778e-008,8.52064e-008,5.24508e-008,4.34413e-008,3.39429e-008,3.08698e-008,2.9473e-008,2.18743e-007,4.19746e-008,4.61651e-008,4.2254e-008,1.10489e-007,5.81079e-008,5.25905e-008,5.59429e-008,4.81905e-008,7.29143e-008,2.92635e-008,4.38603e-008,4.53968e-008,3.51302e-008,4.70032e-008,4.94476e-008,5.07048e-008,
268,2.18743e-007,1.4946e-008,3.63175e-008,5.11238e-008,1.44292e-007,4.52571e-008,8.30413e-008,5.20318e-008,4.34413e-008,3.47111e-008,3.17079e-008,3.01016e-008,2.21187e-007,4.29524e-008,4.72825e-008,4.30921e-008,1.09441e-007,6.16698e-008,5.25206e-008,7.00508e-008,4.88889e-008,6.92825e-008,2.93333e-008,4.19746e-008,4.31619e-008,3.4781e-008,4.49079e-008,4.95873e-008,5.04254e-008,
269,2.25168e-007,1.48762e-008,3.93206e-008,5.38476e-008,1.54489e-007,4.65143e-008,8.25524e-008,5.22413e-008,4.42095e-008,3.52698e-008,3.21968e-008,3.08698e-008,2.22165e-007,4.28127e-008,4.83302e-008,4.40698e-008,1.12025e-007,5.92952e-008,5.28698e-008,5.93651e-008,4.81905e-008,5.77587e-008,2.94032e-008,4.39302e-008,4.49778e-008,3.47111e-008,4.71429e-008,4.90286e-008,5.35683e-008,
270,2.22305e-007,1.4946e-008,4.00889e-008,5.55238e-008,1.4981e-007,4.63048e-008,8.41587e-008,4.62349e-008,4.51175e-008,3.60381e-008,3.31048e-008,3.16381e-008,2.25238e-007,4.43492e-008,4.90984e-008,4.08571e-008,1.07276e-007,6.06222e-008,5.44064e-008,7.09587e-008,4.96571e-008,5.8527e-008,2.9473e-008,4.21841e-008,4.31619e-008,3.52e-008,4.50476e-008,4.79111e-008,5.44762e-008,
271,2.21956e-007,1.52254e-008,4.07175e-008,5.56635e-008,1.56095e-007,4.84e-008,9.00953e-008,5.04254e-008,4.58857e-008,3.71556e-008,3.38032e-008,3.24762e-008,2.35295e-007,4.52571e-008,4.96572e-008,4.0927e-008,1.09022e-007,5.49651e-008,5.11238e-008,4.62349e-008,4.81206e-008,5.62921e-008,2.94032e-008,4.41397e-008,4.51873e-008,3.52e-008,4.72127e-008,5.0146e-008,5.1473e-008,
272,2.23003e-007,1.50857e-008,3.62476e-008,5.05651e-008,1.20965e-007,4.84e-008,8.89079e-008,4.96571e-008,4.65143e-008,3.80635e-008,3.46413e-008,3.31048e-008,2.25378e-007,4.65143e-008,5.09143e-008,4.19746e-008,1.15517e-007,5.62222e-008,5.26603e-008,4.87492e-008,4.89587e-008,5.69206e-008,2.97524e-008,4.21841e-008,4.31619e-008,3.55492e-008,4.50476e-008,4.97968e-008,5.11937e-008,
273,2.21606e-007,1.48762e-008,3.82032e-008,5.30794e-008,1.2334e-007,5.19619e-008,8.13651e-008,4.95175e-008,4.69333e-008,3.86921e-008,3.51302e-008,3.41524e-008,2.35435e-007,4.65841e-008,5.07048e-008,4.25333e-008,1.15029e-007,5.6781e-008,5.25905e-008,5.83873e-008,4.84e-008,5.70603e-008,2.91937e-008,4.42095e-008,4.51175e-008,3.48508e-008,4.74222e-008,4.92381e-008,5.02857e-008,
274,2.21956e-007,1.55746e-008,3.93905e-008,5.41968e-008,1.28229e-007,5.32191e-008,8.59048e-008,5.19619e-008,4.81206e-008,3.95302e-008,3.58286e-008,3.61778e-008,2.25238e-007,4.74921e-008,5.17524e-008,4.36508e-008,1.16216e-007,5.83175e-008,5.28698e-008,6.60698e-008,4.86794e-008,5.71302e-008,2.95429e-008,4.47683e-008,4.47683e-008,3.53397e-008,4.7073e-008,4.91683e-008,5.37079e-008,
275,2.2447e-007,1.60635e-008,3.99492e-008,5.55238e-008,1.28787e-007,5.14032e-008,8.60445e-008,5.16127e-008,4.90984e-008,3.99492e-008,3.68064e-008,3.52e-008,2.27194e-007,4.81206e-008,5.24508e-008,4.47683e-008,1.12305e-007,5.92254e-008,5.46159e-008,6.13206e-008,4.92381e-008,5.73397e-008,2.97524e-008,4.25333e-008,4.56064e-008,3.54794e-008,4.80508e-008,4.99365e-008,5.13333e-008,
276,2.33829e-007,1.5854e-008,3.52e-008,4.98667e-008,1.29276e-007,5.20318e-008,8.61841e-008,5.00064e-008,5.00762e-008,4.07175e-008,3.72952e-008,3.63873e-008,2.26216e-007,4.90984e-008,5.44064e-008,4.56762e-008,1.11956e-007,5.95746e-008,5.41968e-008,6.71175e-008,5.14032e-008,5.70603e-008,2.93333e-008,4.40698e-008,4.50476e-008,3.52e-008,4.7073e-008,4.95873e-008,5.11937e-008,
277,2.23841e-007,1.63429e-008,3.6527e-008,5.19619e-008,1.30394e-007,5.25905e-008,8.58349e-008,4.93079e-008,5.12635e-008,4.16952e-008,3.83429e-008,3.87619e-008,2.36413e-007,4.93079e-008,5.34286e-008,4.83302e-008,1.11676e-007,5.97143e-008,5.42667e-008,5.9854e-008,5.14032e-008,5.74794e-008,2.93333e-008,3.95302e-008,4.27429e-008,3.45016e-008,4.42794e-008,4.90984e-008,4.96572e-008,
278,2.33549e-007,1.50159e-008,3.81333e-008,5.30794e-008,1.34724e-007,5.34984e-008,8.96064e-008,4.90984e-008,5.2381e-008,4.46286e-008,3.88318e-008,3.77143e-008,2.28032e-007,5.06349e-008,5.44064e-008,4.88889e-008,1.13981e-007,6.99111e-008,5.51746e-008,6.9073e-008,4.88191e-008,6.90032e-008,2.92635e-008,4.01587e-008,4.35111e-008,3.52698e-008,4.49778e-008,4.92381e-008,5.09841e-008,
279,2.35994e-007,1.48064e-008,3.95302e-008,5.49651e-008,1.3661e-007,3.2546e-008,9.56826e-008,5.36381e-008,3.70857e-008,4.34413e-008,4.21841e-008,3.83429e-008,2.2866e-007,5.08445e-008,3.39429e-008,4.49079e-008,1.144e-007,6.22286e-008,5.49651e-008,4.27429e-008,4.86794e-008,6.6e-008,2.92635e-008,3.96698e-008,4.32318e-008,3.51302e-008,4.52571e-008,4.93778e-008,5.15429e-008,
280,2.26565e-007,1.50857e-008,3.71556e-008,4.84698e-008,1.36819e-007,3.26857e-008,8.1854e-008,5.18222e-008,3.83429e-008,4.32318e-008,4.29524e-008,3.9181e-008,2.35644e-007,5.27302e-008,3.40825e-008,4.29524e-008,1.16076e-007,5.6781e-008,5.36381e-008,6.25778e-008,4.88191e-008,6.9981e-008,2.91937e-008,3.96698e-008,4.29524e-008,3.49905e-008,4.46286e-008,4.85397e-008,5.05651e-008,
281,2.34248e-007,1.47365e-008,3.91111e-008,5.07746e-008,1.38286e-007,3.45016e-008,8.92572e-008,5.44762e-008,3.75746e-008,4.42794e-008,4.15556e-008,4.05079e-008,2.43048e-007,5.28e-008,3.52698e-008,4.29524e-008,1.19429e-007,5.78984e-008,5.4127e-008,5.90857e-008,4.85397e-008,6.61397e-008,2.98222e-008,4.12762e-008,4.44889e-008,3.4781e-008,5.0146e-008,4.94476e-008,5.02159e-008,
282,2.2887e-007,1.51556e-008,4.05778e-008,5.30095e-008,1.39124e-007,3.52e-008,8.68127e-008,5.67111e-008,3.86921e-008,4.74222e-008,4.2673e-008,4.15556e-008,2.31244e-007,5.44064e-008,3.64571e-008,4.48381e-008,1.19987e-007,5.85968e-008,5.48254e-008,6.66984e-008,4.93778e-008,6.13905e-008,2.93333e-008,4.12762e-008,4.47683e-008,3.49905e-008,4.93778e-008,5.24508e-008,5.06349e-008,
283,2.75244e-007,1.45968e-008,4.20445e-008,5.49651e-008,1.47644e-007,3.4781e-008,8.82095e-008,5.33587e-008,4.00889e-008,4.62349e-008,4.38603e-008,4.28825e-008,2.34806e-007,5.46857e-008,3.71556e-008,4.54667e-008,1.1894e-007,5.99238e-008,5.62222e-008,4.84e-008,5.74095e-008,6.71175e-008,2.94032e-008,4.23937e-008,4.58857e-008,3.49905e-008,5.07746e-008,4.91683e-008,5.08445e-008,
284,2.32921e-007,1.48762e-008,3.67365e-008,4.89587e-008,1.5414e-007,3.70159e-008,8.98159e-008,5.44762e-008,4.04381e-008,4.76318e-008,4.5327e-008,4.65841e-008,2.47029e-007,5.61524e-008,3.95302e-008,4.69333e-008,1.21244e-007,6.07619e-008,5.67111e-008,7.38222e-008,4.94476e-008,5.83873e-008,2.95429e-008,4.02984e-008,4.33714e-008,3.49905e-008,4.77016e-008,4.97968e-008,5.16825e-008,
285,2.3341e-007,1.48064e-008,3.9181e-008,5.0146e-008,1.52114e-007,3.76444e-008,9.30286e-008,4.80508e-008,4.19048e-008,4.85397e-008,4.60952e-008,4.51873e-008,2.35854e-007,5.65714e-008,4.02984e-008,4.6654e-008,1.22292e-007,6.17397e-008,6.00635e-008,5.90857e-008,4.87492e-008,5.88762e-008,2.92635e-008,4.20445e-008,4.53968e-008,3.52e-008,5.03556e-008,4.97968e-008,5.12635e-008,
286,2.32083e-007,1.48762e-008,4.02286e-008,5.09841e-008,1.49111e-007,3.90413e-008,9.17016e-008,5.06349e-008,4.14857e-008,4.93079e-008,4.7073e-008,4.60254e-008,2.34457e-007,5.72e-008,3.85524e-008,4.7981e-008,1.19359e-007,6.24381e-008,5.65016e-008,6.97714e-008,4.94476e-008,5.83175e-008,2.9054e-008,4.21143e-008,4.5327e-008,3.50603e-008,5.00064e-008,4.91683e-008,5.09143e-008,
287,2.30476e-007,1.48064e-008,4.06476e-008,5.25206e-008,1.56235e-007,3.70159e-008,8.64635e-008,5.44064e-008,4.24635e-008,5.03556e-008,4.80508e-008,4.68635e-008,2.3313e-007,5.77587e-008,3.9181e-008,4.82603e-008,1.21873e-007,6.64191e-008,5.73397e-008,3.42921e-008,4.80508e-008,5.58032e-008,2.92635e-008,3.96698e-008,4.31619e-008,3.52698e-008,4.71429e-008,4.90984e-008,5.02857e-008,
288,2.29079e-007,1.53651e-008,3.54794e-008,4.6654e-008,1.21803e-007,3.6946e-008,8.49968e-008,5.1054e-008,4.94476e-008,5.11937e-008,4.89587e-008,4.77016e-008,2.32152e-007,3.98095e-008,3.97397e-008,5.16127e-008,1.08184e-007,6.31365e-008,5.48952e-008,4.28825e-008,4.86794e-008,6.71175e-008,2.9054e-008,4.1346e-008,4.42095e-008,3.51302e-008,4.89587e-008,4.84698e-008,5.04952e-008,
289,2.36483e-007,1.50159e-008,3.77143e-008,4.88889e-008,1.28648e-007,4.90984e-008,8.95365e-008,5.30794e-008,4.37905e-008,5.29397e-008,5.07746e-008,4.95175e-008,2.39276e-007,4.05778e-008,4.14857e-008,5.32889e-008,1.13352e-007,6.60698e-008,5.53143e-008,4.10667e-008,4.86095e-008,6.92825e-008,2.93333e-008,3.97397e-008,4.31619e-008,3.54095e-008,4.76318e-008,4.95175e-008,5.12635e-008,
290,2.31733e-007,1.51556e-008,3.86921e-008,4.95873e-008,1.26622e-007,4.09968e-008,9.22603e-008,5.08445e-008,4.50476e-008,5.30794e-008,5.14032e-008,5.00064e-008,2.57295e-007,4.03683e-008,4.1346e-008,5.60825e-008,1.10768e-007,6.69778e-008,5.5454e-008,6.16698e-008,4.89587e-008,6.61397e-008,2.96825e-008,4.14159e-008,4.51873e-008,3.4781e-008,5.00762e-008,4.86095e-008,5.09841e-008,
291,2.38019e-007,1.47365e-008,4.05079e-008,5.20318e-008,1.28997e-007,4.20445e-008,9.14222e-008,5.18222e-008,4.63746e-008,5.52445e-008,5.30095e-008,5.21016e-008,2.41022e-007,4.21143e-008,4.26032e-008,5.47556e-008,1.16286e-007,6.83746e-008,5.72e-008,6.68381e-008,4.89587e-008,6.79556e-008,2.96825e-008,4.15556e-008,4.49079e-008,3.52e-008,4.92381e-008,4.97968e-008,5.11238e-008,
292,2.34737e-007,1.50159e-008,3.48508e-008,4.5746e-008,1.30184e-007,4.19746e-008,9.42159e-008,5.24508e-008,4.7073e-008,5.60127e-008,5.67111e-008,5.25206e-008,2.37949e-007,4.20445e-008,4.30921e-008,5.32191e-008,1.13073e-007,6.73968e-008,5.71302e-008,4.1346e-008,4.88191e-008,6.85143e-008,2.94032e-008,4.18349e-008,4.54667e-008,3.4781e-008,5.02857e-008,5.18921e-008,5.07746e-008,
293,2.45632e-007,1.50857e-008,3.74349e-008,4.82603e-008,1.33816e-007,4.30921e-008,9.04445e-008,5.05651e-008,4.32318e-008,5.99937e-008,5.47556e-008,5.38476e-008,2.40324e-007,4.30921e-008,4.37905e-008,5.62921e-008,1.15587e-007,6.76762e-008,5.85968e-008,5.96445e-008,4.90984e-008,6.92826e-008,2.94032e-008,4.21841e-008,4.58159e-008,3.54095e-008,5.04254e-008,4.94476e-008,5.15429e-008,
294,2.40254e-007,1.46667e-008,3.84127e-008,4.92381e-008,1.33746e-007,4.51175e-008,8.75111e-008,5.88762e-008,4.58857e-008,5.85968e-008,5.62222e-008,5.52445e-008,2.42978e-007,4.38603e-008,4.46286e-008,5.71302e-008,1.20057e-007,6.98413e-008,5.92254e-008,6.90032e-008,5.0146e-008,6.98413e-008,2.96127e-008,4.37905e-008,4.80508e-008,3.54794e-008,5.11937e-008,4.97968e-008,5.13333e-008,
295,2.35225e-007,1.51556e-008,3.89714e-008,5.05651e-008,1.32698e-007,4.4e-008,8.85587e-008,5.48254e-008,4.49778e-008,5.90159e-008,5.67111e-008,5.53841e-008,2.3781e-007,4.35111e-008,4.51175e-008,5.77587e-008,1.22641e-007,6.96318e-008,5.91556e-008,6.58603e-008,4.81905e-008,6.80254e-008,2.95429e-008,4.12064e-008,4.44889e-008,3.4781e-008,4.90286e-008,4.93079e-008,5.08445e-008,
296,2.35086e-007,1.50159e-008,3.75746e-008,5.17524e-008,1.36051e-007,4.52571e-008,8.7581e-008,5.74794e-008,4.61651e-008,6.02032e-008,5.75492e-008,5.90857e-008,2.47168e-007,4.58857e-008,4.56762e-008,5.74794e-008,1.22921e-007,7.29143e-008,5.79683e-008,6.65587e-008,5.1473e-008,6.64889e-008,2.93333e-008,4.19048e-008,4.49079e-008,3.45016e-008,4.9727e-008,4.85397e-008,5.04254e-008,
297,2.41022e-007,1.51556e-008,3.95302e-008,5.35683e-008,1.37797e-007,4.68635e-008,9.33079e-008,5.51048e-008,4.64444e-008,6.54413e-008,5.94349e-008,6.16e-008,2.42559e-007,4.56064e-008,4.72127e-008,2.43048e-008,8.9327e-008,6.94222e-008,6.12508e-008,5.16127e-008,5.20318e-008,6.97016e-008,2.98921e-008,4.25333e-008,4.60952e-008,3.59683e-008,5.1054e-008,5.02857e-008,5.18921e-008,
298,2.38438e-007,1.51556e-008,4.07175e-008,5.63619e-008,1.42686e-007,4.6654e-008,9.03048e-008,5.70603e-008,4.79111e-008,6.22286e-008,5.97841e-008,5.90159e-008,2.39765e-007,4.65841e-008,4.72127e-008,2.56318e-008,9.03048e-008,3.77841e-008,6.39746e-008,7.29143e-008,4.93079e-008,6.80254e-008,2.96825e-008,4.14159e-008,4.47683e-008,3.49206e-008,4.95175e-008,4.90286e-008,5.09143e-008,
299,2.39276e-007,1.47365e-008,4.12064e-008,5.63619e-008,1.38984e-007,4.72127e-008,9.21905e-008,5.48952e-008,4.73524e-008,6.34857e-008,6.1181e-008,6.00635e-008,2.40324e-007,4.65841e-008,4.81905e-008,2.67492e-008,9.07238e-008,3.98095e-008,6.59302e-008,5.07048e-008,4.86095e-008,6.62794e-008,2.9473e-008,3.99492e-008,4.28127e-008,3.52698e-008,4.71429e-008,4.93079e-008,5.07746e-008,
300,2.53244e-007,1.4946e-008,3.90413e-008,5.2381e-008,1.13492e-007,4.84698e-008,9.24699e-008,4.88889e-008,4.83302e-008,6.53016e-008,6.27175e-008,6.16698e-008,2.44235e-007,4.84698e-008,4.92381e-008,2.70984e-008,9.26095e-008,4.07873e-008,5.92254e-008,7.24254e-008,4.94476e-008,7.04699e-008,2.96127e-008,3.97397e-008,4.25333e-008,3.49206e-008,4.67238e-008,4.93778e-008,5.03556e-008,
301,2.40184e-007,1.53651e-008,4.23937e-008,5.69206e-008,1.25994e-007,4.82603e-008,8.40889e-008,5.30095e-008,4.84698e-008,6.55111e-008,6.31365e-008,6.21587e-008,2.41511e-007,4.92381e-008,4.95175e-008,2.84254e-008,9.22603e-008,4.08571e-008,6.68381e-008,5.64318e-008,4.87492e-008,7.88508e-008,2.94032e-008,3.75746e-008,4.0927e-008,3.3873e-008,4.43492e-008,4.72825e-008,4.77714e-008,
302,2.42908e-007,1.4946e-008,4.39302e-008,5.86667e-008,1.28997e-007,5.00762e-008,9.09333e-008,5.32889e-008,5.20318e-008,6.70476e-008,6.48127e-008,6.36952e-008,2.44235e-007,4.99365e-008,5.04254e-008,2.8146e-008,9.39365e-008,4.19746e-008,6.30667e-008,7.22857e-008,5.02857e-008,7.01905e-008,2.89143e-008,4.01587e-008,4.38603e-008,3.35937e-008,4.81905e-008,4.72825e-008,4.90984e-008,
303,2.44305e-007,1.50159e-008,4.46984e-008,6.03429e-008,1.33606e-007,5.02159e-008,9.32381e-008,5.1054e-008,5.04254e-008,6.84445e-008,6.58603e-008,6.49524e-008,2.45981e-007,5.0146e-008,5.13333e-008,2.94032e-008,9.55429e-008,4.33016e-008,6.09016e-008,4.36508e-008,4.83302e-008,6.04127e-008,2.86349e-008,3.76444e-008,4.0927e-008,3.38032e-008,4.42095e-008,4.77016e-008,4.86095e-008,
304,2.74476e-007,1.52254e-008,3.61079e-008,5.32889e-008,1.31721e-007,5.1473e-008,9.26095e-008,5.53143e-008,5.04952e-008,6.85143e-008,7.29143e-008,6.90032e-008,2.50521e-007,5.13333e-008,5.14032e-008,2.87746e-008,9.40762e-008,4.30921e-008,6.18794e-008,7.22857e-008,4.87492e-008,5.67111e-008,2.89143e-008,4.12762e-008,4.40698e-008,3.37333e-008,4.85397e-008,4.69333e-008,4.84e-008,
305,2.60159e-007,1.4946e-008,3.88318e-008,5.55238e-008,1.33606e-007,5.24508e-008,9.28191e-008,5.30794e-008,5.27302e-008,7.05397e-008,6.82349e-008,6.71175e-008,2.62324e-007,5.24508e-008,5.30095e-008,2.98222e-008,1.01689e-007,4.96571e-008,6.10413e-008,6.75365e-008,4.95873e-008,5.77587e-008,2.89143e-008,4.10667e-008,4.40698e-008,3.37333e-008,4.78413e-008,4.72825e-008,4.95873e-008,
306,2.42279e-007,1.50857e-008,4.1346e-008,5.60825e-008,1.32908e-007,5.24508e-008,1.02178e-007,5.4546e-008,5.21714e-008,7.04698e-008,6.83048e-008,6.71873e-008,2.43467e-007,4.84e-008,5.27302e-008,2.74476e-008,9.35175e-008,4.60254e-008,6.38349e-008,7.52889e-008,4.90984e-008,5.69905e-008,2.89143e-008,4.37206e-008,4.46286e-008,3.35238e-008,4.89587e-008,4.69333e-008,4.86095e-008,
307,2.55829e-007,1.52254e-008,4.01587e-008,5.76889e-008,1.38705e-007,5.29397e-008,9.51238e-008,5.39175e-008,5.33587e-008,7.19365e-008,6.94921e-008,6.87238e-008,2.56178e-007,4.86095e-008,5.43365e-008,2.85651e-008,9.54032e-008,4.30222e-008,3.65968e-008,6.15302e-008,4.88191e-008,5.78286e-008,2.89841e-008,4.2254e-008,4.36508e-008,3.35937e-008,4.74222e-008,4.70032e-008,4.88191e-008,
308,2.45911e-007,1.51556e-008,3.40825e-008,5.28698e-008,1.43664e-007,5.44064e-008,1.12724e-007,5.17524e-008,5.46857e-008,7.35429e-008,7.10286e-008,7.01905e-008,2.46889e-007,5.00762e-008,5.4546e-008,2.95429e-008,9.6381e-008,4.49079e-008,4.16952e-008,6.07619e-008,4.91683e-008,5.71302e-008,2.84952e-008,4.23238e-008,4.33714e-008,3.37333e-008,4.72825e-008,4.76318e-008,4.88889e-008,
309,2.464e-007,1.4946e-008,3.60381e-008,5.33587e-008,1.39752e-007,5.4546e-008,9.3727e-008,5.95746e-008,5.59429e-008,7.42413e-008,7.2146e-008,7.09587e-008,2.47587e-007,5.06349e-008,5.60127e-008,3.05905e-008,9.76381e-008,4.58857e-008,3.77143e-008,5.97841e-008,4.90984e-008,5.75492e-008,2.9473e-008,3.72952e-008,4.02286e-008,3.37333e-008,4.3581e-008,4.74222e-008,4.81206e-008,
310,2.45003e-007,1.52254e-008,3.72952e-008,5.47556e-008,1.408e-007,4.25333e-008,9.47746e-008,5.69905e-008,3.49905e-008,7.50095e-008,7.28445e-008,7.16572e-008,2.46749e-007,5.04254e-008,4.23238e-008,3.10794e-008,9.71492e-008,4.67238e-008,3.93905e-008,8.67429e-008,4.90984e-008,5.83175e-008,2.88444e-008,3.98095e-008,4.32318e-008,3.33143e-008,4.69333e-008,4.67937e-008,4.7981e-008,
311,2.50451e-007,1.48762e-008,3.84127e-008,5.97143e-008,1.53651e-007,3.94603e-008,9.71492e-008,6.68381e-008,3.77841e-008,7.73143e-008,7.51492e-008,7.3473e-008,2.93194e-007,5.19619e-008,4.27429e-008,3.16381e-008,9.95238e-008,4.77016e-008,4.08571e-008,4.61651e-008,5.81778e-008,6.66984e-008,2.89841e-008,3.76444e-008,4.07175e-008,3.3873e-008,4.41397e-008,4.79111e-008,4.86095e-008,
312,2.49403e-007,1.51556e-008,3.61079e-008,5.5873e-008,1.47156e-007,4.65841e-008,9.54032e-008,5.67111e-008,3.86222e-008,7.81524e-008,7.54984e-008,7.82222e-008,2.65746e-007,5.30095e-008,4.36508e-008,3.19175e-008,1.00152e-007,4.81206e-008,4.14857e-008,7.42413e-008,4.96571e-008,5.76191e-008,2.82857e-008,4.15556e-008,4.49778e-008,3.3873e-008,4.96572e-008,4.74222e-008,5.19619e-008,
313,2.51848e-007,1.48762e-008,3.79238e-008,5.35683e-008,1.52673e-007,4.65143e-008,1.02387e-007,5.72698e-008,3.86222e-008,8.38794e-008,7.70349e-008,7.56381e-008,2.68959e-007,5.37079e-008,4.54667e-008,3.2546e-008,1.00432e-007,4.95873e-008,4.11365e-008,5.30095e-008,4.94476e-008,5.76191e-008,2.92635e-008,4.17651e-008,4.49778e-008,3.37333e-008,4.95175e-008,4.75619e-008,5.14032e-008,
314,2.50451e-007,1.48762e-008,3.93206e-008,5.65714e-008,1.55187e-007,4.05079e-008,1.02178e-007,5.78984e-008,3.70857e-008,7.98286e-008,7.77333e-008,7.6546e-008,2.67143e-007,5.43365e-008,4.56762e-008,3.32444e-008,1.012e-007,4.9727e-008,4.21841e-008,6.78857e-008,4.93778e-008,5.81079e-008,2.84254e-008,4.10667e-008,4.46286e-008,3.33841e-008,4.89587e-008,4.71429e-008,4.82603e-008,
315,2.52127e-007,1.4946e-008,4.00191e-008,5.88762e-008,1.52952e-007,4.19048e-008,9.46349e-008,5.32889e-008,3.77143e-008,2.54222e-008,7.91302e-008,7.81524e-008,2.69308e-007,5.46857e-008,4.5746e-008,3.0381e-008,9.67302e-008,5.06349e-008,4.26032e-008,4.80508e-008,5.65714e-008,6.71873e-008,2.87746e-008,3.72254e-008,4.01587e-008,3.35238e-008,4.4e-008,4.74222e-008,4.84e-008,
316,2.49822e-007,1.50159e-008,3.80635e-008,4.98667e-008,1.18381e-007,4.31619e-008,9.30984e-008,5.29397e-008,3.62476e-008,2.70286e-008,7.94095e-008,7.82222e-008,2.64838e-007,5.55238e-008,4.60254e-008,3.18476e-008,9.72889e-008,4.56762e-008,4.08571e-008,7.01206e-008,4.93778e-008,5.78984e-008,2.87746e-008,3.99492e-008,4.30222e-008,3.33143e-008,6.53714e-008,4.72825e-008,4.91683e-008,
317,2.51638e-007,1.47365e-008,3.96698e-008,5.13333e-008,1.1859e-007,4.96571e-008,9.49143e-008,5.79683e-008,3.75048e-008,2.73778e-008,7.78032e-008,7.23556e-008,2.67352e-007,5.65016e-008,4.71429e-008,3.23365e-008,9.76381e-008,4.72825e-008,4.23937e-008,5.82476e-008,4.86794e-008,5.8527e-008,2.89143e-008,3.98095e-008,4.32318e-008,3.35238e-008,4.76318e-008,4.74222e-008,5.2381e-008,
318,2.55479e-007,1.50159e-008,4.05079e-008,5.24508e-008,1.18521e-007,5.23111e-008,9.4146e-008,5.50349e-008,3.75746e-008,2.88444e-008,7.40318e-008,7.27048e-008,2.52756e-007,5.70603e-008,4.74222e-008,3.29651e-008,9.72889e-008,4.72127e-008,4.28127e-008,6.12508e-008,4.9727e-008,5.95048e-008,2.87048e-008,3.6946e-008,4.00191e-008,3.35238e-008,4.1346e-008,4.7073e-008,4.78413e-008,
319,2.60368e-007,1.46667e-008,4.18349e-008,5.48254e-008,1.20546e-007,4.81905e-008,9.5473e-008,5.61524e-008,4.83302e-008,2.86349e-008,7.52191e-008,7.41016e-008,2.56317e-007,5.82476e-008,4.88889e-008,3.35238e-008,9.90349e-008,4.86794e-008,4.37206e-008,3.47111e-008,4.78413e-008,5.60825e-008,2.89841e-008,4.16952e-008,4.49079e-008,3.40127e-008,4.7073e-008,4.74921e-008,4.87492e-008,
320,2.596e-007,1.52952e-008,3.58984e-008,4.86794e-008,1.2306e-007,5.69206e-008,9.59619e-008,5.53143e-008,4.16952e-008,3.10095e-008,7.54984e-008,7.41714e-008,2.5506e-007,3.60381e-008,5.58032e-008,3.37333e-008,9.93143e-008,5.16825e-008,4.65841e-008,4.46984e-008,4.87492e-008,5.62921e-008,2.89841e-008,3.75746e-008,4.02984e-008,3.37333e-008,4.15556e-008,4.72825e-008,4.77016e-008,
321,2.65676e-007,1.50857e-008,3.83429e-008,4.92381e-008,1.25575e-007,5.16127e-008,9.31683e-008,5.32889e-008,4.02286e-008,3.19175e-008,7.73841e-008,7.59873e-008,2.59949e-007,3.76444e-008,5.18921e-008,3.47111e-008,1.01689e-007,5.35683e-008,4.49778e-008,3.9181e-008,4.90984e-008,5.72e-008,2.91238e-008,4.16952e-008,4.51175e-008,3.3873e-008,4.73524e-008,4.77714e-008,4.87492e-008,
322,2.64768e-007,1.50159e-008,3.98095e-008,5.16127e-008,1.26413e-007,5.27302e-008,9.33079e-008,5.48254e-008,4.05079e-008,3.00318e-008,8.33905e-008,7.61968e-008,2.73219e-007,3.75048e-008,4.60952e-008,3.40825e-008,1.0106e-007,5.12635e-008,4.53968e-008,5.76889e-008,4.94476e-008,5.75492e-008,2.91238e-008,4.21143e-008,4.51873e-008,3.39429e-008,5.74095e-008,4.74222e-008,4.89587e-008,
323,2.56387e-007,1.48063e-008,4.05778e-008,5.27302e-008,1.30603e-007,5.34984e-008,9.12826e-008,5.39873e-008,4.12064e-008,3.08698e-008,7.92e-008,7.66857e-008,2.57225e-007,3.86921e-008,4.41397e-008,3.56191e-008,1.03016e-007,5.16127e-008,4.55365e-008,7.34032e-008,4.82603e-008,5.65016e-008,2.86349e-008,4.01587e-008,4.33714e-008,3.33841e-008,4.77016e-008,4.71429e-008,4.89587e-008,
