All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
870,7.14099e-007,1.32908e-008,4.68425e-008,5.91137e-008,1.46995e-007,7.36476e-008,2.36084e-007,1.273e-007,7.28933e-008,9.13454e-008,1.27998e-007,1.24171e-007,3.14125e-007,5.9854e-008,5.64457e-008,6.00356e-008,1.40521e-007,7.72375e-008,7.55752e-008,6.76133e-008,6.65657e-008,6.69638e-008,8.096e-008,5.08025e-008,5.45879e-008,1.61354e-007,5.32191e-008,7.44857e-008,6.57765e-008,
871,7.11871e-007,1.32908e-008,4.03054e-008,5.87225e-008,1.45689e-007,7.17619e-008,2.41344e-007,1.31302e-007,7.16851e-008,9.13245e-008,1.31916e-007,1.24841e-007,3.13147e-007,5.82686e-008,5.77797e-008,6.09295e-008,1.41051e-007,8.10648e-008,7.64762e-008,6.27105e-008,6.15791e-008,6.58813e-008,8.05968e-008,5.10191e-008,5.1026e-008,1.58274e-007,5.3254e-008,7.36756e-008,6.23543e-008,
872,7.14539e-007,1.32559e-008,4.07105e-008,5.86946e-008,1.45011e-007,7.20273e-008,3.27318e-007,1.32433e-007,7.39968e-008,9.26724e-008,1.34787e-007,1.24813e-007,3.31509e-007,6.23962e-008,5.94559e-008,6.2026e-008,1.4388e-007,8.5367e-008,7.59245e-008,6.44006e-008,5.47067e-008,7.11683e-008,7.52819e-008,5.2786e-008,5.00762e-008,1.56857e-007,5.6774e-008,7.22019e-008,6.16e-008,
873,7.13135e-007,1.43244e-008,4.05429e-008,5.91975e-008,1.4893e-007,7.76146e-008,3.1907e-007,1.32077e-007,7.44368e-008,9.4174e-008,1.38104e-007,1.26853e-007,3.32549e-007,6.30806e-008,5.87016e-008,5.83175e-008,1.36163e-007,7.99264e-008,7.41854e-008,5.04184e-008,5.48952e-008,6.65448e-008,7.55822e-008,5.0607e-008,4.98876e-008,1.59015e-007,5.31632e-008,7.13848e-008,6.36603e-008,
874,7.20224e-007,1.45619e-008,4.27498e-008,5.59498e-008,1.47959e-007,7.65391e-008,2.41637e-007,1.31853e-007,7.13219e-008,9.50749e-008,1.38914e-007,1.27314e-007,3.32717e-007,6.41143e-008,5.95746e-008,5.83105e-008,1.38118e-007,7.70699e-008,6.67264e-008,7.16362e-008,5.53422e-008,6.67613e-008,7.85854e-008,4.81346e-008,4.99854e-008,1.56137e-007,5.43854e-008,7.01765e-008,6.23403e-008,
875,7.50095e-007,1.37657e-008,4.05219e-008,5.58591e-008,1.48203e-007,8.17283e-008,2.43208e-007,1.36917e-007,7.28794e-008,9.73029e-008,1.32168e-007,1.28368e-007,3.35315e-007,6.48965e-008,6.14114e-008,5.9386e-008,1.41966e-007,7.58546e-008,7.47511e-008,5.57683e-008,6.23962e-008,6.86679e-008,7.44578e-008,4.81416e-008,4.99924e-008,1.53679e-007,5.32889e-008,7.4367e-008,6.08597e-008,
876,7.49781e-007,1.33117e-008,4.25054e-008,5.64457e-008,1.4835e-007,8.49689e-008,2.55354e-007,1.32943e-007,6.76133e-008,9.92445e-008,1.38034e-007,1.28033e-007,3.34791e-007,6.54133e-008,6.12229e-008,6.03987e-008,1.4235e-007,7.65041e-008,7.48419e-008,7.61968e-008,5.49791e-008,6.66845e-008,7.38502e-008,4.80997e-008,4.99435e-008,1.57757e-007,5.99168e-008,7.36127e-008,6.35765e-008,
877,7.51101e-007,1.53651e-008,4.50267e-008,5.64318e-008,1.58784e-007,7.82641e-008,2.58252e-007,1.23361e-007,7.41016e-008,9.88394e-008,1.38851e-007,1.34025e-007,3.34868e-007,6.65378e-008,6.50362e-008,6.08667e-008,1.40325e-007,7.71397e-008,7.64133e-008,5.61035e-008,5.95537e-008,6.76692e-008,7.37454e-008,4.82533e-008,5.67949e-008,1.51849e-007,5.61943e-008,7.43111e-008,6.20889e-008,
878,7.57059e-007,1.45619e-008,4.20584e-008,6.25079e-008,1.59182e-007,8.21962e-008,2.28765e-007,1.29786e-007,7.04908e-008,9.64019e-008,1.39543e-007,1.30596e-007,3.38772e-007,6.75016e-008,6.27314e-008,6.22216e-008,1.40996e-007,7.84876e-008,7.65391e-008,6.35905e-008,5.56006e-008,6.6887e-008,7.32705e-008,4.81067e-008,4.99854e-008,1.50878e-007,5.62432e-008,7.13149e-008,6.16838e-008,
879,7.1785e-007,1.32279e-008,4.52292e-008,5.72e-008,1.61264e-007,7.9186e-008,3.13832e-007,1.36854e-007,7.47162e-008,9.71562e-008,1.35499e-007,1.30296e-007,3.36942e-007,6.79067e-008,6.34089e-008,6.27105e-008,1.47952e-007,7.93606e-008,7.77264e-008,5.02159e-008,5.48603e-008,6.59511e-008,7.36337e-008,4.81975e-008,4.98038e-008,1.50962e-007,5.62362e-008,7.44578e-008,6.34298e-008,
880,7.27991e-007,1.3186e-008,4.09759e-008,5.67041e-008,1.63792e-007,9.53613e-008,3.13811e-007,1.27914e-007,7.11473e-008,9.91816e-008,1.34025e-007,1.33774e-007,3.40364e-007,6.55321e-008,6.43797e-008,6.30876e-008,1.43307e-007,8.10368e-008,7.79568e-008,7.23695e-008,5.49371e-008,6.62654e-008,7.62038e-008,4.80368e-008,4.98737e-008,1.52177e-007,5.62432e-008,7.75448e-008,6.21238e-008,
881,7.25399e-007,1.32419e-008,4.08152e-008,6.04965e-008,1.63149e-007,8.34673e-008,2.47573e-007,1.30743e-007,7.31797e-008,1.03665e-007,1.4212e-007,1.33397e-007,3.38758e-007,6.58673e-008,7.04768e-008,6.69219e-008,1.43705e-007,8.10718e-008,7.93886e-008,7.94165e-008,5.47765e-008,6.63772e-008,7.24324e-008,4.80298e-008,5.01041e-008,1.48615e-007,5.33378e-008,7.42273e-008,6.08248e-008,
882,7.50172e-007,1.40381e-008,4.08152e-008,6.05664e-008,1.65489e-007,8.50457e-008,2.27382e-007,1.25624e-007,7.1734e-008,3.97118e-008,2.88514e-008,1.33858e-007,3.42564e-007,6.71524e-008,6.58184e-008,6.61257e-008,1.47707e-007,9.46419e-008,7.94305e-008,7.20622e-008,5.52375e-008,6.62584e-008,7.24533e-008,4.92381e-008,5.22203e-008,1.48077e-007,5.34914e-008,7.28584e-008,6.53295e-008,
883,7.48643e-007,1.32419e-008,4.09829e-008,6.06921e-008,1.67752e-007,8.7113e-008,2.38243e-007,1.25875e-007,7.79359e-008,4.15556e-008,3.05905e-008,1.33802e-007,3.40211e-007,6.78368e-008,6.65308e-008,6.06222e-008,1.40751e-007,8.29854e-008,7.31727e-008,6.08597e-008,6.18235e-008,6.60768e-008,7.16083e-008,5.2367e-008,5.09422e-008,1.51116e-007,5.32959e-008,7.20622e-008,6.20819e-008,
884,7.48999e-007,1.32768e-008,4.07733e-008,6.2927e-008,1.66124e-007,9.18483e-008,2.39604e-007,1.27509e-007,7.69581e-008,4.30781e-008,3.0814e-008,1.34591e-007,3.45868e-007,6.88146e-008,6.76552e-008,6.18584e-008,1.44893e-007,8.25664e-008,7.72025e-008,8.77765e-008,5.60197e-008,6.61327e-008,7.15314e-008,4.80927e-008,5.02159e-008,1.54293e-007,5.6746e-008,7.12451e-008,6.09016e-008,
885,7.57582e-007,1.41987e-008,4.46216e-008,5.78425e-008,1.66564e-007,9.57245e-008,2.39779e-007,1.29067e-007,7.86762e-008,4.30013e-008,3.22806e-008,1.36589e-007,3.41866e-007,6.91498e-008,6.82699e-008,6.37581e-008,1.41338e-007,9.05492e-008,7.64413e-008,6.27803e-008,5.48603e-008,6.62794e-008,7.07492e-008,4.80019e-008,4.98737e-008,1.52533e-007,5.544e-008,7.50514e-008,6.48197e-008,
886,7.58979e-007,1.32419e-008,4.60394e-008,5.7647e-008,1.66732e-007,8.67219e-008,3.33771e-007,1.31099e-007,7.94724e-008,4.47264e-008,3.06254e-008,1.37308e-007,3.45114e-007,7.03511e-008,6.96737e-008,6.30946e-008,1.4256e-007,8.65543e-008,7.76845e-008,6.18235e-008,5.54959e-008,6.6433e-008,6.99041e-008,4.80508e-008,5.00273e-008,1.5025e-007,5.33867e-008,1.02974e-007,6.22914e-008,
887,7.63239e-007,1.32908e-008,4.04381e-008,5.78635e-008,1.67521e-007,9.04724e-008,3.1071e-007,1.36582e-007,7.78032e-008,4.50337e-008,3.17917e-008,1.38307e-007,3.38116e-007,7.44997e-008,6.98692e-008,6.41841e-008,1.43454e-007,8.48641e-008,7.85575e-008,4.37486e-008,6.43238e-008,7.75168e-008,6.97225e-008,4.80578e-008,5.21086e-008,1.4953e-007,5.34146e-008,1.12312e-007,6.08457e-008,
888,7.63407e-007,1.32698e-008,4.0487e-008,5.80172e-008,1.69163e-007,9.2386e-008,3.11038e-007,1.30114e-007,7.90045e-008,4.42654e-008,3.19384e-008,1.38991e-007,3.27283e-007,7.20832e-008,7.07422e-008,6.50641e-008,1.44571e-007,8.96343e-008,7.94305e-008,7.17968e-008,5.51746e-008,6.6454e-008,6.93175e-008,5.66133e-008,4.98667e-008,1.40891e-007,5.32749e-008,6.79486e-008,6.34648e-008,
889,7.61486e-007,1.32559e-008,4.31619e-008,6.06781e-008,1.69882e-007,9.78686e-008,2.31496e-007,1.34109e-007,7.8781e-008,4.36229e-008,3.48997e-008,1.39836e-007,3.30272e-007,7.24533e-008,7.82502e-008,6.50991e-008,1.45738e-007,9.21695e-008,8.01987e-008,5.66762e-008,6.59232e-008,6.69498e-008,6.88705e-008,5.36591e-008,5.1026e-008,1.39683e-007,5.33937e-008,6.70965e-008,6.38698e-008,
890,7.63547e-007,1.3193e-008,4.30083e-008,6.03289e-008,1.71446e-007,9.07727e-008,2.54551e-007,1.24366e-007,7.77054e-008,4.65771e-008,3.29092e-008,1.40549e-007,3.33248e-007,7.34521e-008,7.19225e-008,6.66914e-008,1.45549e-007,9.36991e-008,7.94933e-008,6.67333e-008,6.88286e-008,6.68451e-008,7.32705e-008,5.07606e-008,5.20946e-008,1.46352e-007,5.32819e-008,7.07841e-008,6.00845e-008,
891,7.6326e-007,1.32489e-008,4.30362e-008,5.79543e-008,1.72794e-007,8.83841e-008,2.63784e-007,1.24555e-007,7.80476e-008,5.94908e-008,4.01168e-008,1.40486e-007,3.30789e-007,7.46464e-008,7.27606e-008,3.91181e-008,1.15084e-007,8.5793e-008,8.14349e-008,3.9607e-008,7.78381e-008,6.63422e-008,6.82698e-008,5.11238e-008,5.21784e-008,1.38069e-007,5.34146e-008,7.01416e-008,6.27314e-008,
892,7.68715e-007,1.3214e-008,4.32108e-008,5.77168e-008,1.74345e-007,8.98368e-008,2.42943e-007,1.25316e-007,8.1407e-008,5.02718e-008,3.48718e-008,1.44921e-007,3.29672e-007,7.53099e-008,7.57429e-008,4.24425e-008,1.17229e-007,5.98051e-008,8.41029e-008,7.80825e-008,6.65029e-008,6.67613e-008,6.80394e-008,5.3226e-008,5.01181e-008,1.38935e-007,5.49511e-008,6.99321e-008,6.14114e-008,
893,7.64643e-007,1.33048e-008,4.73035e-008,5.81359e-008,1.75574e-007,8.69803e-008,3.34952e-007,1.22299e-007,7.94933e-008,5.18013e-008,3.52279e-008,1.43363e-007,3.33122e-007,7.53099e-008,7.47372e-008,4.20444e-008,1.17173e-007,6.24241e-008,8.756e-008,5.91067e-008,6.62305e-008,6.66565e-008,6.78298e-008,5.07746e-008,5.07537e-008,1.37329e-007,5.35683e-008,6.79695e-008,6.03778e-008,
894,7.81231e-007,1.3186e-008,4.11016e-008,5.78425e-008,1.76922e-007,9.69676e-008,3.18909e-007,1.66055e-007,8.18889e-008,4.86724e-008,3.88457e-008,1.4402e-007,3.29874e-007,7.89067e-008,7.54006e-008,4.2261e-008,1.18702e-007,6.204e-008,8.88241e-008,4.43422e-008,6.72013e-008,6.66216e-008,6.74597e-008,4.81905e-008,5.06838e-008,1.37147e-007,5.6341e-008,6.72222e-008,6.26476e-008,
895,7.63156e-007,1.33117e-008,4.11505e-008,5.76191e-008,1.77194e-007,9.76311e-008,2.52874e-007,1.26552e-007,8.32578e-008,4.8386e-008,3.86152e-008,1.46485e-007,3.38744e-007,8.11695e-008,7.66159e-008,4.44191e-008,1.20462e-007,6.06083e-008,8.98718e-008,3.48159e-008,6.65238e-008,6.37651e-008,6.71873e-008,4.80857e-008,5.30025e-008,1.35352e-007,5.67181e-008,7.08959e-008,6.2026e-008,
896,7.67716e-007,1.32978e-008,4.36508e-008,5.79403e-008,1.80337e-007,1.00062e-007,2.33577e-007,1.37224e-007,8.61422e-008,4.92451e-008,3.73581e-008,1.45612e-007,3.36663e-007,5.79264e-008,7.71467e-008,4.44121e-008,1.20127e-007,5.89041e-008,8.15746e-008,4.15625e-008,6.34159e-008,6.50851e-008,6.6426e-008,4.81346e-008,5.17314e-008,1.33557e-007,5.90019e-008,6.98902e-008,6.08737e-008,
897,7.65691e-007,1.32978e-008,4.10178e-008,5.73956e-008,1.77858e-007,1.02297e-007,2.44165e-007,1.21244e-007,8.27968e-008,5.18921e-008,3.81403e-008,1.46688e-007,3.40867e-007,5.96584e-008,8.28318e-008,4.42864e-008,1.15357e-007,5.91206e-008,8.16375e-008,4.52432e-008,5.40083e-008,6.48267e-008,6.6873e-008,4.79879e-008,5.75422e-008,1.32384e-007,5.33727e-008,6.84584e-008,6.3353e-008,
898,7.73234e-007,1.33048e-008,4.12413e-008,5.86178e-008,1.79841e-007,1.0407e-007,2.49613e-007,1.23284e-007,8.66032e-008,5.23321e-008,3.86851e-008,1.39899e-007,3.34288e-007,5.62572e-008,8.28038e-008,4.44121e-008,1.15818e-007,6.11251e-008,8.19727e-008,6.02032e-008,5.48184e-008,6.48756e-008,6.57835e-008,4.83022e-008,5.00692e-008,1.34836e-007,5.34984e-008,6.80673e-008,6.24241e-008,
899,7.37224e-007,1.32768e-008,4.08781e-008,5.74305e-008,1.81476e-007,7.89276e-008,2.36853e-007,1.22159e-007,6.72781e-008,5.43016e-008,4.44051e-008,1.43419e-007,3.35511e-007,5.72978e-008,5.97981e-008,4.54318e-008,1.16439e-007,6.17048e-008,8.29854e-008,7.65251e-008,5.368e-008,6.42679e-008,6.52457e-008,4.81765e-008,5.00762e-008,1.30687e-007,5.35194e-008,6.72362e-008,6.09225e-008,
900,7.35338e-007,1.32838e-008,4.10667e-008,5.76051e-008,1.72459e-007,7.5233e-008,3.03824e-007,1.25686e-007,6.92686e-008,5.42248e-008,4.36578e-008,1.41624e-007,3.43912e-007,5.83454e-008,5.97772e-008,4.23727e-008,1.14994e-007,6.42819e-008,8.39213e-008,5.83873e-008,8.06597e-008,6.4701e-008,6.5141e-008,4.80438e-008,5.43575e-008,1.30247e-007,5.33867e-008,7.4793e-008,6.34997e-008,
901,7.40325e-007,1.32768e-008,4.13111e-008,5.69835e-008,1.72641e-007,7.53797e-008,3.15264e-007,1.36938e-007,6.952e-008,5.45251e-008,4.12832e-008,1.4212e-007,3.41251e-007,5.90578e-008,6.06991e-008,4.42305e-008,1.16949e-007,6.32413e-008,5.45879e-008,6.10343e-008,5.46578e-008,6.512e-008,6.4261e-008,4.79949e-008,5.11029e-008,1.2818e-007,5.41549e-008,7.35289e-008,6.19632e-008,
902,7.34402e-007,1.32489e-008,4.48032e-008,5.75981e-008,1.74198e-007,7.47791e-008,2.49641e-007,1.33488e-007,7.02324e-008,5.44064e-008,4.17791e-008,1.41498e-007,3.36537e-007,5.9414e-008,6.21238e-008,4.50197e-008,1.17312e-007,6.48895e-008,5.75283e-008,7.46324e-008,5.51327e-008,6.54483e-008,6.38e-008,4.80159e-008,5.21924e-008,1.31749e-007,5.35683e-008,7.20972e-008,6.15092e-008,
903,7.36309e-007,1.32349e-008,4.30222e-008,5.65156e-008,1.74289e-007,7.75238e-008,2.33088e-007,1.30275e-007,7.05467e-008,5.47765e-008,4.24844e-008,1.43684e-007,3.42949e-007,6.32413e-008,6.22775e-008,4.60464e-008,1.18409e-007,6.6014e-008,5.7221e-008,6.27733e-008,6.26197e-008,6.44216e-008,6.32483e-008,4.80927e-008,4.97549e-008,1.25575e-007,5.54889e-008,7.37314e-008,6.67962e-008,
904,7.38509e-007,1.44781e-008,4.47194e-008,5.68368e-008,1.81308e-007,7.88787e-008,2.58538e-007,1.29304e-007,7.128e-008,5.66413e-008,4.35321e-008,1.44564e-007,3.39149e-007,6.39397e-008,6.33949e-008,4.68006e-008,1.19401e-007,7.23556e-008,5.82756e-008,4.50965e-008,7.16292e-008,6.4673e-008,6.2934e-008,5.1466e-008,4.98876e-008,1.24345e-007,5.34356e-008,6.93733e-008,6.27803e-008,
905,7.40723e-007,1.41778e-008,4.24356e-008,5.72908e-008,1.77795e-007,7.79848e-008,2.67583e-007,1.30869e-007,7.04629e-008,5.67181e-008,4.39302e-008,1.46799e-007,3.41573e-007,6.49245e-008,6.45613e-008,5.324e-008,1.20658e-007,6.40864e-008,6.00495e-008,5.79194e-008,6.2473e-008,6.52038e-008,6.32552e-008,4.82883e-008,5.08095e-008,1.25107e-007,5.34845e-008,7.37035e-008,6.06711e-008,
906,7.52568e-007,1.34794e-008,4.56413e-008,5.75213e-008,1.79506e-007,8.26641e-008,2.40701e-007,1.30792e-007,7.43879e-008,5.74514e-008,4.49079e-008,1.45919e-007,3.58803e-007,6.57556e-008,6.49664e-008,5.09771e-008,1.21105e-007,6.51549e-008,6.31505e-008,8.40679e-008,5.84152e-008,6.5141e-008,6.28641e-008,4.80298e-008,5.13194e-008,1.26133e-007,5.34635e-008,7.25511e-008,6.33949e-008,
907,7.49509e-007,1.39962e-008,4.1367e-008,6.27314e-008,1.91393e-007,8.12743e-008,3.15892e-007,1.22222e-007,6.90521e-008,5.86248e-008,4.69613e-008,1.46932e-007,3.47586e-007,6.66495e-008,6.57765e-008,5.12495e-008,1.21643e-007,6.61676e-008,6.27943e-008,5.59359e-008,5.74445e-008,6.48895e-008,6.17537e-008,4.81556e-008,4.98597e-008,1.22194e-007,5.46787e-008,7.20692e-008,6.21448e-008,
908,7.50982e-007,1.39962e-008,4.14648e-008,5.80451e-008,1.8971e-007,8.05479e-008,3.35238e-007,1.207e-007,7.5673e-008,5.88133e-008,4.62698e-008,1.46401e-007,3.43808e-007,6.75295e-008,7.05746e-008,5.22203e-008,1.25533e-007,6.82489e-008,6.13835e-008,8.01359e-008,5.79333e-008,6.53086e-008,6.20959e-008,4.82114e-008,5.08864e-008,1.21719e-007,5.33867e-008,7.11543e-008,6.08806e-008,
909,7.60013e-007,1.43105e-008,4.15625e-008,5.84292e-008,1.94431e-007,8.99975e-008,2.46435e-007,1.3339e-007,7.59873e-008,6.66425e-008,4.73175e-008,1.49411e-007,3.47663e-007,6.83467e-008,6.71873e-008,4.86514e-008,1.17648e-007,6.76762e-008,6.25219e-008,5.83524e-008,5.77029e-008,6.58394e-008,6.14464e-008,4.81346e-008,5.00413e-008,1.20714e-007,5.33727e-008,7.02464e-008,6.32692e-008,
910,7.45926e-007,1.34864e-008,4.4021e-008,5.86946e-008,1.92706e-007,8.16864e-008,2.52742e-007,1.35366e-007,7.99054e-008,6.18445e-008,5.26813e-008,1.50131e-007,3.47733e-007,6.91708e-008,6.732e-008,5.0181e-008,1.20476e-007,6.63911e-008,6.04546e-008,8.03733e-008,5.85829e-008,6.5546e-008,6.14813e-008,4.79879e-008,5.05302e-008,1.21161e-007,5.34495e-008,7.3941e-008,6.18305e-008,
911,7.51422e-007,1.32489e-008,4.51524e-008,5.91975e-008,1.96575e-007,8.52972e-008,2.60822e-007,1.40227e-007,7.66159e-008,6.34857e-008,4.9706e-008,1.49886e-007,3.46273e-007,7.00857e-008,6.53365e-008,5.07676e-008,1.25994e-007,6.97924e-008,6.26127e-008,4.31479e-008,5.97213e-008,6.83537e-008,6.20679e-008,4.80438e-008,5.21225e-008,1.19086e-007,5.36451e-008,7.35149e-008,6.40794e-008,
912,7.79219e-007,1.3207e-008,4.38324e-008,5.93511e-008,1.95192e-007,8.1414e-008,2.62582e-007,1.26643e-007,7.73841e-008,6.50502e-008,5.04114e-008,1.51381e-007,3.46964e-007,7.11403e-008,6.97645e-008,5.18711e-008,1.21056e-007,6.85841e-008,6.27803e-008,4.95384e-008,6.72921e-008,6.80533e-008,5.99168e-008,4.77854e-008,4.9734e-008,1.17431e-007,5.56495e-008,7.43041e-008,6.32902e-008,
913,7.52714e-007,1.40451e-008,4.19118e-008,6.41981e-008,1.96687e-007,8.73784e-008,2.51708e-007,1.31099e-007,7.72933e-008,6.40095e-008,5.27022e-008,1.52324e-007,3.52691e-007,7.16572e-008,7.09518e-008,5.2353e-008,1.21524e-007,6.57695e-008,6.38768e-008,6.91079e-008,6.79765e-008,6.87657e-008,6.00006e-008,4.7953e-008,5.00413e-008,1.17019e-007,5.79892e-008,7.09797e-008,6.16838e-008,
914,7.56821e-007,1.33327e-008,4.63537e-008,5.96375e-008,1.99914e-007,8.78673e-008,3.38563e-007,1.31763e-007,8.228e-008,6.45543e-008,5.38756e-008,1.52142e-007,3.48599e-007,7.26559e-008,7.16781e-008,5.31352e-008,1.22578e-007,6.59651e-008,6.48267e-008,6.78857e-008,6.66635e-008,6.84864e-008,6.63632e-008,4.81137e-008,4.99435e-008,1.15566e-007,5.34495e-008,7.00927e-008,6.08737e-008,
915,7.47909e-007,1.35213e-008,4.16533e-008,6.02451e-008,1.98258e-007,8.78254e-008,3.44681e-007,1.43964e-007,8.19518e-008,6.56508e-008,5.55657e-008,1.52869e-007,3.46909e-007,7.35429e-008,7.25092e-008,5.30514e-008,1.28515e-007,6.80254e-008,6.72851e-008,5.91137e-008,6.63143e-008,6.83956e-008,6.18794e-008,4.79041e-008,4.97689e-008,1.1403e-007,5.32679e-008,7.3941e-008,6.31714e-008,
916,7.64294e-007,1.41708e-008,4.16533e-008,6.54762e-008,1.89961e-007,9.01232e-008,2.6942e-007,1.43042e-007,8.3621e-008,6.6873e-008,5.50698e-008,1.57883e-007,3.52838e-007,7.43391e-008,7.30191e-008,5.03276e-008,1.23759e-007,7.20762e-008,6.48337e-008,6.00845e-008,6.81092e-008,6.84445e-008,6.15791e-008,4.80159e-008,5.13333e-008,1.14526e-007,5.33867e-008,7.31308e-008,6.18933e-008,
917,7.47239e-007,1.44921e-008,4.13879e-008,6.30527e-008,1.9293e-007,9.23302e-008,2.49054e-007,1.34898e-007,8.60235e-008,7.74121e-008,5.66133e-008,1.54321e-007,3.52838e-007,7.49327e-008,7.44229e-008,5.15289e-008,1.27237e-007,7.25232e-008,6.56997e-008,6.28991e-008,6.65518e-008,6.91219e-008,6.10902e-008,4.80159e-008,4.99295e-008,1.12493e-007,5.34076e-008,7.16641e-008,6.04895e-008,
918,7.53783e-007,1.34933e-008,4.19816e-008,6.34857e-008,1.90345e-007,9.00184e-008,2.62785e-007,1.37992e-007,8.66591e-008,7.10705e-008,6.30737e-008,1.55606e-007,3.69258e-007,7.57219e-008,7.50305e-008,4.80648e-008,1.26664e-007,7.30679e-008,6.67054e-008,7.07213e-008,6.57975e-008,6.55391e-008,6.1167e-008,4.7946e-008,4.97968e-008,1.12011e-007,5.75632e-008,7.09029e-008,6.30737e-008,
919,7.45535e-007,1.34584e-008,4.11086e-008,6.36533e-008,1.94864e-007,9.24908e-008,2.6745e-007,1.36931e-007,8.272e-008,7.19156e-008,5.87854e-008,1.56123e-007,3.68406e-007,7.64483e-008,7.67137e-008,4.87562e-008,1.30512e-007,6.8186e-008,6.20121e-008,4.488e-008,6.65448e-008,6.45264e-008,6.04406e-008,4.79879e-008,4.98597e-008,1.12179e-007,5.32959e-008,7.25372e-008,6.19632e-008,
920,7.58267e-007,1.46806e-008,4.17651e-008,6.36743e-008,1.93775e-007,9.61575e-008,2.52979e-007,1.38453e-007,8.28457e-008,7.16711e-008,5.97213e-008,1.61627e-007,3.55918e-007,7.75238e-008,7.99892e-008,4.97619e-008,1.29255e-007,7.85645e-008,6.43518e-008,7.23486e-008,6.77321e-008,6.52737e-008,5.99937e-008,4.81416e-008,5.86876e-008,1.0979e-007,5.34565e-008,7.3941e-008,6.40235e-008,
921,7.51904e-007,1.43035e-008,4.16673e-008,6.37721e-008,1.94264e-007,9.44813e-008,3.24036e-007,1.35192e-007,8.48292e-008,7.8327e-008,6.15511e-008,1.57248e-007,3.70571e-007,7.82292e-008,7.72445e-008,5.04743e-008,1.30024e-007,7.80127e-008,6.52527e-008,6.55041e-008,5.75073e-008,6.50362e-008,5.97981e-008,4.78832e-008,4.97759e-008,1.11055e-007,5.33378e-008,7.31727e-008,6.64889e-008,
922,7.49753e-007,1.56025e-008,4.14229e-008,6.35835e-008,1.95521e-007,9.2833e-008,3.29791e-007,1.32489e-007,7.97797e-008,7.38572e-008,6.75575e-008,1.58421e-007,3.74251e-007,7.90045e-008,8.05968e-008,5.10889e-008,1.30638e-007,6.82559e-008,6.56718e-008,6.8186e-008,5.81708e-008,6.61397e-008,5.90368e-008,4.7974e-008,4.98806e-008,1.07674e-007,5.35403e-008,7.20203e-008,6.50851e-008,
923,7.56451e-007,1.40032e-008,4.16673e-008,6.37372e-008,1.95521e-007,8.91454e-008,2.63399e-007,1.27914e-007,8.04711e-008,7.51143e-008,6.79625e-008,1.7227e-007,3.62749e-007,7.98565e-008,7.88508e-008,5.22133e-008,1.32105e-007,6.85632e-008,6.67264e-008,5.1927e-008,6.52527e-008,7.43321e-008,5.84781e-008,4.80508e-008,4.98806e-008,1.06243e-007,5.6306e-008,7.09308e-008,6.31365e-008,
924,7.53497e-007,1.40311e-008,4.65422e-008,6.38838e-008,1.97015e-007,8.73365e-008,2.52204e-007,1.32133e-007,8.17003e-008,8.52064e-008,6.4666e-008,1.7049e-007,3.77387e-007,8.07714e-008,7.93676e-008,5.21994e-008,1.32845e-007,7.00718e-008,6.38768e-008,8.71968e-008,5.79194e-008,6.53505e-008,5.80381e-008,4.78203e-008,5.02718e-008,1.11334e-007,5.34076e-008,6.98902e-008,6.57206e-008,
925,7.87558e-007,1.4059e-008,4.89098e-008,6.40095e-008,2.04893e-007,9.17365e-008,2.75531e-007,1.28215e-007,8.75879e-008,8.38794e-008,6.6021e-008,1.60537e-007,3.83603e-007,8.10578e-008,8.08133e-008,5.55797e-008,1.33313e-007,7.06165e-008,6.47429e-008,6.14184e-008,5.77029e-008,6.51829e-008,5.77657e-008,4.7981e-008,4.98667e-008,1.04699e-007,5.33657e-008,7.38572e-008,6.19911e-008,
926,7.6326e-007,1.39333e-008,4.41257e-008,6.00286e-008,1.98112e-007,9.47118e-008,2.80231e-007,1.36931e-007,8.76718e-008,8.45289e-008,6.7306e-008,1.63568e-007,3.80432e-007,8.24895e-008,8.1393e-008,5.72559e-008,1.34354e-007,7.15035e-008,6.45333e-008,7.70489e-008,5.87575e-008,6.67543e-008,5.70114e-008,4.80089e-008,5.11518e-008,1.03337e-007,5.35892e-008,7.31099e-008,6.18375e-008,
