All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
208,1.83026e-007,1.92483e-008,4.04591e-008,5.4141e-008,1.53581e-007,4.30083e-008,7.47651e-008,4.90076e-008,4.4e-008,3.45924e-008,9.42718e-008,1.9448e-007,1.96107e-007,4.32667e-008,4.61092e-008,2.62952e-008,9.73657e-008,4.06337e-008,3.31886e-008,7.32705e-008,4.84978e-008,5.84851e-008,3.41175e-007,5.14521e-008,5.21016e-008,8.67862e-007,5.70045e-008,6.92756e-008,6.70965e-008,
209,1.91938e-007,1.96603e-008,4.05638e-008,5.42876e-008,1.54405e-007,4.34273e-008,7.49746e-008,4.7506e-008,4.45937e-008,3.55143e-008,9.53822e-008,1.96652e-007,1.86672e-007,4.49429e-008,4.69264e-008,2.78667e-008,1.00592e-007,4.18349e-008,3.49835e-008,7.612e-008,5.04533e-008,5.8541e-008,3.40497e-007,5.22203e-008,5.32959e-008,8.80272e-007,5.73467e-008,6.84025e-008,6.58114e-008,
210,1.89158e-007,1.99327e-008,4.04451e-008,5.43575e-008,1.55327e-007,4.5334e-008,7.00857e-008,3.95441e-008,4.55365e-008,3.61359e-008,9.47187e-008,1.98112e-007,1.89186e-007,4.52502e-008,4.76946e-008,2.66584e-008,9.93981e-008,4.30432e-008,3.48648e-008,8.51156e-008,4.85606e-008,6.13975e-008,3.42662e-007,4.96362e-008,5.27721e-008,8.64439e-007,5.76121e-008,7.38292e-008,6.94572e-008,
211,1.94005e-007,2.25448e-008,4.05498e-008,5.4127e-008,1.54168e-007,4.47264e-008,7.37733e-008,4.12971e-008,4.63257e-008,3.73581e-008,9.55638e-008,1.97064e-007,2.19344e-007,4.57949e-008,4.84838e-008,2.72032e-008,9.99499e-008,4.42375e-008,3.54375e-008,6.87448e-008,4.78552e-008,5.83943e-008,3.42537e-007,5.00343e-008,5.16337e-008,8.30413e-007,5.78006e-008,7.27606e-008,6.83606e-008,
212,1.95171e-007,1.89968e-008,4.05987e-008,5.4141e-008,1.48371e-007,4.55575e-008,7.2593e-008,4.36229e-008,4.7506e-008,3.76375e-008,9.76381e-008,1.99564e-007,2.04698e-007,4.67098e-008,4.928e-008,2.78667e-008,1.00746e-007,4.58089e-008,3.6946e-008,8.82445e-008,4.65771e-008,5.86946e-008,3.43584e-007,5.00832e-008,5.1906e-008,8.48963e-007,5.88902e-008,7.14406e-008,6.70337e-008,
213,1.93844e-007,1.91225e-008,4.06337e-008,5.88273e-008,1.5282e-007,4.68495e-008,7.67975e-008,4.28127e-008,4.89518e-008,3.85454e-008,9.84762e-008,2.00591e-007,2.00347e-007,4.78064e-008,5.00971e-008,2.84324e-008,1.05733e-007,4.50895e-008,3.66387e-008,6.908e-008,4.54946e-008,6.18584e-008,3.44827e-007,5.02298e-008,5.19759e-008,8.72422e-007,5.90857e-008,7.06025e-008,7.0421e-008,
214,1.87894e-007,1.88991e-008,4.06197e-008,5.72559e-008,1.52121e-007,4.7967e-008,7.69581e-008,4.37416e-008,5.08933e-008,3.92927e-008,9.95657e-008,1.99872e-007,2.01541e-007,4.90914e-008,5.2367e-008,2.86629e-008,1.02443e-007,4.65702e-008,3.89714e-008,8.32089e-008,4.6193e-008,5.92254e-008,3.35811e-007,5.11378e-008,4.99924e-008,8.56198e-007,5.60406e-008,6.73968e-008,6.58813e-008,
215,1.88949e-007,1.85498e-008,4.04451e-008,5.78914e-008,1.518e-007,4.88191e-008,7.81454e-008,4.50825e-008,5.24648e-008,4.01029e-008,9.88883e-008,2.05187e-007,2.01995e-007,4.92032e-008,5.16337e-008,2.97664e-008,1.02848e-007,4.73943e-008,3.94394e-008,5.4986e-008,4.5781e-008,5.86038e-008,3.5346e-007,5.11518e-008,5.48813e-008,8.51847e-007,5.82127e-008,7.18667e-008,6.47987e-008,
216,1.90338e-007,1.85289e-008,4.04171e-008,5.71022e-008,1.50222e-007,4.94057e-008,7.5233e-008,4.32387e-008,5.33238e-008,4.07873e-008,9.96984e-008,2.02812e-007,2.02777e-007,5.07886e-008,5.26184e-008,2.66933e-008,9.77359e-008,4.796e-008,3.93486e-008,9.01022e-008,4.59625e-008,5.91695e-008,3.54682e-007,5.1061e-008,5.1906e-008,8.57211e-007,5.77797e-008,7.03791e-008,6.644e-008,
217,1.90157e-007,1.80959e-008,4.0466e-008,6.0713e-008,1.5333e-007,2.7734e-008,7.48978e-008,4.28616e-008,2.87956e-008,4.18e-008,1.04203e-007,2.03685e-007,2.03853e-007,5.13822e-008,3.03949e-008,2.80343e-008,9.81479e-008,4.2673e-008,3.81403e-008,6.54413e-008,4.58578e-008,5.88762e-008,3.58118e-007,5.1054e-008,5.03137e-008,8.83786e-007,5.78775e-008,6.87867e-008,6.49873e-008,
218,2.05948e-007,1.82286e-008,4.03752e-008,5.87295e-008,1.5203e-007,2.86349e-008,7.77683e-008,4.60324e-008,3.06114e-008,4.7506e-008,1.02646e-007,2.07834e-007,1.97867e-007,5.23251e-008,3.11771e-008,2.88305e-008,1.04287e-007,4.38044e-008,3.93137e-008,8.50248e-008,4.62e-008,5.93022e-008,3.52622e-007,5.10191e-008,5.00692e-008,8.1993e-007,5.77238e-008,7.09308e-008,6.3786e-008,
219,2.02421e-007,1.82495e-008,4.03613e-008,5.40502e-008,1.50697e-007,2.95498e-008,7.53587e-008,5.93721e-008,3.10165e-008,4.61371e-008,1.02457e-007,2.06451e-007,2.05347e-007,5.26673e-008,3.19105e-008,2.97594e-008,1.0157e-007,4.49708e-008,3.99981e-008,5.52724e-008,4.86584e-008,6.51549e-008,3.54011e-007,5.09562e-008,5.09702e-008,8.12952e-007,5.72908e-008,6.73759e-008,6.72362e-008,
220,2.02295e-007,1.82425e-008,4.0473e-008,5.39594e-008,1.50934e-007,2.96825e-008,7.75308e-008,4.58159e-008,3.19873e-008,4.73594e-008,9.80362e-008,2.06374e-007,2.0613e-007,5.40502e-008,3.46762e-008,3.04648e-008,1.00963e-007,4.60114e-008,4.07384e-008,9.19321e-008,4.61511e-008,6.48267e-008,3.49074e-007,5.30235e-008,5.21295e-008,8.02923e-007,5.95327e-008,7.16362e-008,6.56857e-008,
221,1.98636e-007,1.83822e-008,4.07943e-008,5.43505e-008,1.53344e-007,3.09397e-008,7.63784e-008,4.67518e-008,3.24133e-008,4.82813e-008,9.88394e-008,1.94962e-007,2.09475e-007,5.47486e-008,3.33771e-008,3.10654e-008,1.02764e-007,4.928e-008,4.14368e-008,6.93384e-008,4.54597e-008,5.91835e-008,3.52161e-007,5.10191e-008,5.11867e-008,8.27207e-007,5.73397e-008,7.09308e-008,6.44565e-008,
222,1.96268e-007,1.79143e-008,4.20305e-008,5.72698e-008,1.5217e-007,3.30838e-008,8.19518e-008,4.75759e-008,3.40406e-008,4.95175e-008,1.03819e-007,1.98384e-007,2.07966e-007,5.56495e-008,3.42292e-008,3.1666e-008,1.04839e-007,4.73175e-008,4.19886e-008,7.20064e-008,4.65771e-008,5.95537e-008,3.53732e-007,5.09352e-008,5.0153e-008,8.26055e-007,5.72279e-008,6.92127e-008,6.71524e-008,
223,2.00836e-007,1.76908e-008,4.07733e-008,5.76749e-008,1.52799e-007,3.19664e-008,7.80267e-008,4.82324e-008,3.37543e-008,5.1033e-008,1.012e-007,1.98112e-007,2.0965e-007,5.61105e-008,3.48997e-008,3.1687e-008,1.04119e-007,4.88679e-008,4.18838e-008,3.70438e-008,4.67657e-008,5.78984e-008,3.498e-007,5.09143e-008,5.14171e-008,8.11856e-007,5.73257e-008,6.85632e-008,6.56298e-008,
224,2.00018e-007,1.72648e-008,4.06337e-008,6.34997e-008,1.53811e-007,3.30768e-008,7.20203e-008,4.91403e-008,3.40406e-008,5.21295e-008,1.02031e-007,2.04076e-007,2.09594e-007,3.19873e-008,3.60311e-008,3.18546e-008,1.09518e-007,4.91822e-008,4.2666e-008,7.67975e-008,4.58019e-008,5.82127e-008,3.52691e-007,5.12006e-008,5.00133e-008,8.52783e-007,5.74235e-008,6.74876e-008,6.4687e-008,
225,1.98901e-007,1.78933e-008,4.05498e-008,5.63968e-008,1.52736e-007,3.39778e-008,7.32845e-008,4.23308e-008,3.49765e-008,5.35962e-008,1.02241e-007,2.10774e-007,2.10781e-007,3.2546e-008,3.64571e-008,2.96127e-008,1.00578e-007,5.07397e-008,4.3113e-008,4.56622e-008,4.65562e-008,6.10622e-008,3.53781e-007,5.08864e-008,5.29956e-008,8.38689e-007,5.68229e-008,7.20273e-008,6.70686e-008,
226,2.01548e-007,1.72717e-008,4.56203e-008,5.42038e-008,1.55201e-007,3.60591e-008,7.60502e-008,4.2694e-008,4.70032e-008,5.45391e-008,1.02995e-007,2.1185e-007,2.11403e-007,3.36286e-008,3.69251e-008,3.04438e-008,1.02471e-007,4.52013e-008,4.29384e-008,8.60514e-008,4.59346e-008,6.85422e-008,3.49353e-007,5.08794e-008,5.07606e-008,8.11046e-007,5.6746e-008,7.09937e-008,6.58743e-008,
227,2.00431e-007,1.75511e-008,4.03613e-008,5.39943e-008,1.51905e-007,4.57879e-008,8.2266e-008,4.37067e-008,3.6967e-008,5.59778e-008,1.10175e-007,2.01129e-007,2.05494e-007,3.48298e-008,3.85873e-008,3.18267e-008,1.03393e-007,4.73524e-008,4.16883e-008,8.02686e-008,4.53479e-008,5.53562e-008,3.52971e-007,5.08864e-008,4.98667e-008,8.03231e-007,5.68718e-008,6.84724e-008,6.4254e-008,
228,2.01255e-007,1.99886e-008,4.05638e-008,5.44273e-008,1.52764e-007,3.78959e-008,8.17352e-008,4.60883e-008,3.6506e-008,5.70114e-008,1.11159e-007,2.0159e-007,2.0305e-007,3.53118e-008,3.84756e-008,3.26089e-008,1.03959e-007,4.83302e-008,4.18629e-008,7.63645e-008,4.60673e-008,5.58591e-008,3.47593e-007,5.08514e-008,4.98737e-008,8.27284e-007,5.61733e-008,6.75086e-008,6.71105e-008,
229,2.04034e-007,1.71041e-008,4.24705e-008,5.40013e-008,1.51451e-007,3.64083e-008,8.04851e-008,4.56343e-008,3.75118e-008,5.82756e-008,1.1183e-007,2.05159e-007,2.02665e-007,3.58565e-008,3.93975e-008,3.30349e-008,1.13548e-007,5.05441e-008,4.28756e-008,6.13556e-008,4.58648e-008,5.57543e-008,3.49835e-007,5.08235e-008,5.09213e-008,8.23827e-007,5.60127e-008,6.60419e-008,6.54832e-008,
230,2.05878e-007,1.67968e-008,4.03264e-008,5.39454e-008,1.51353e-007,3.87549e-008,7.9633e-008,4.86724e-008,3.82102e-008,5.95327e-008,1.12919e-007,2.03224e-007,2.05361e-007,3.68552e-008,4.01867e-008,3.41943e-008,1.11564e-007,5.23181e-008,4.38254e-008,8.41657e-008,4.6214e-008,5.60686e-008,3.50568e-007,5.07676e-008,4.96502e-008,8.4334e-007,5.60057e-008,7.10984e-008,6.40864e-008,
231,2.01143e-007,1.6706e-008,4.03683e-008,5.4113e-008,1.53078e-007,4.03124e-008,7.70279e-008,4.65073e-008,3.94883e-008,6.09575e-008,1.1227e-007,2.03916e-007,2.04817e-007,3.64571e-008,4.11714e-008,3.45505e-008,1.12032e-007,5.31702e-008,4.51664e-008,7.03232e-008,4.68425e-008,5.53283e-008,3.46469e-007,5.07537e-008,4.9734e-008,8.22325e-007,5.57333e-008,6.97365e-008,6.69498e-008,
232,2.04209e-007,1.672e-008,4.03962e-008,5.38337e-008,1.5291e-007,4.12832e-008,8.14279e-008,4.60324e-008,3.99492e-008,6.4701e-008,1.13932e-007,2.08797e-007,2.04837e-007,3.71765e-008,4.10387e-008,3.48508e-008,1.13429e-007,5.35124e-008,4.51454e-008,7.98146e-008,4.6221e-008,5.5887e-008,3.48571e-007,5.08445e-008,4.98387e-008,8.41832e-007,5.58311e-008,6.83676e-008,6.57975e-008,
233,2.08539e-007,1.65594e-008,4.04591e-008,5.38686e-008,1.55173e-007,4.28337e-008,8.14908e-008,4.81695e-008,3.85384e-008,6.32762e-008,1.13904e-007,2.04013e-007,2.10669e-007,3.84895e-008,4.37276e-008,3.51511e-008,1.1704e-007,5.42457e-008,4.49498e-008,6.27105e-008,4.71219e-008,5.58032e-008,3.41279e-007,5.08095e-008,4.97968e-008,8.28695e-007,5.82476e-008,7.88787e-008,6.42121e-008,
234,2.09049e-007,1.68317e-008,4.04102e-008,5.41619e-008,1.53455e-007,4.25683e-008,8.37327e-008,5.29956e-008,4.02635e-008,6.45264e-008,1.14721e-007,2.04984e-007,2.06542e-007,3.87619e-008,4.33994e-008,3.05556e-008,1.08806e-007,5.49721e-008,4.52152e-008,7.99962e-008,4.63537e-008,5.59778e-008,3.40979e-007,5.10051e-008,4.98387e-008,8.3014e-007,5.57264e-008,7.13079e-008,6.73898e-008,
235,2.17926e-007,1.68457e-008,4.03822e-008,5.40502e-008,1.50766e-007,4.43283e-008,8.41867e-008,5.46648e-008,4.03403e-008,6.59651e-008,1.15748e-007,2.18596e-007,2.07317e-007,4.0047e-008,4.41816e-008,3.2141e-008,1.03582e-007,4.89867e-008,4.29035e-008,6.30318e-008,5.34286e-008,6.55391e-008,3.44373e-007,4.81416e-008,5.21435e-008,8.11423e-007,5.57054e-008,7.16362e-008,6.5581e-008,
236,2.05152e-007,1.6734e-008,4.04451e-008,5.40362e-008,1.50648e-007,4.24635e-008,8.34254e-008,5.25276e-008,4.11714e-008,6.70337e-008,1.17627e-007,2.19469e-007,2.13191e-007,3.90203e-008,4.49289e-008,3.29511e-008,1.04923e-007,5.13124e-008,4.4014e-008,9.18622e-008,4.62419e-008,5.60057e-008,3.45177e-007,4.89029e-008,5.26603e-008,8.04977e-007,5.56635e-008,7.06794e-008,6.45264e-008,
237,2.08183e-007,1.65035e-008,4.29664e-008,5.42946e-008,1.52533e-007,4.31759e-008,8.52832e-008,5.34425e-008,4.18698e-008,6.85283e-008,1.18521e-007,2.20398e-007,2.08784e-007,3.94673e-008,4.59625e-008,3.33981e-008,1.05286e-007,5.37918e-008,4.50057e-008,6.53016e-008,4.60673e-008,5.5866e-008,3.44094e-007,4.81346e-008,5.27441e-008,7.98474e-007,5.56006e-008,6.91918e-008,6.35905e-008,
238,2.1831e-007,1.65664e-008,4.39511e-008,5.40222e-008,1.54244e-007,4.4454e-008,7.94724e-008,5.4574e-008,4.24984e-008,6.59092e-008,1.19575e-007,2.19602e-007,2.14406e-007,4.0494e-008,4.70241e-008,3.45575e-008,1.10042e-007,5.31492e-008,4.54737e-008,5.43994e-008,4.66051e-008,5.83384e-008,3.53229e-007,4.82114e-008,5.21505e-008,8.00465e-007,5.56775e-008,6.8654e-008,6.21378e-008,
239,2.19371e-007,1.6699e-008,4.56762e-008,5.45251e-008,1.54831e-007,4.48591e-008,9.17505e-008,5.37079e-008,4.444e-008,6.72851e-008,1.18891e-007,2.20293e-007,2.1266e-007,4.0906e-008,5.04743e-008,3.6101e-008,1.13792e-007,5.36171e-008,4.8826e-008,5.39175e-008,7.20483e-008,6.18025e-008,3.44764e-007,4.81695e-008,5.1054e-008,7.95359e-007,5.59289e-008,6.72921e-008,6.09714e-008,
240,2.22458e-007,1.64686e-008,4.27359e-008,5.40502e-008,1.53553e-007,4.62698e-008,8.34743e-008,4.7981e-008,4.63606e-008,6.97365e-008,1.19966e-007,2.11109e-007,2.11298e-007,4.25752e-008,4.8854e-008,3.6066e-008,1.07891e-007,5.4986e-008,4.7066e-008,7.92629e-008,5.40991e-008,5.56425e-008,3.47418e-007,4.80718e-008,4.95873e-008,7.93348e-007,5.56425e-008,7.18318e-008,6.35695e-008,
241,2.21111e-007,2.30127e-008,4.05987e-008,5.70533e-008,1.53595e-007,4.72965e-008,8.55206e-008,4.80578e-008,4.7541e-008,6.94641e-008,1.20616e-007,2.11982e-007,2.14126e-007,4.95384e-008,4.88889e-008,3.66876e-008,1.09392e-007,5.57822e-008,4.81556e-008,8.55626e-008,5.40711e-008,5.57054e-008,3.44834e-007,4.81835e-008,5.01041e-008,8.11793e-007,5.57403e-008,7.06514e-008,6.23124e-008,
242,2.0995e-007,1.67479e-008,4.16813e-008,5.72279e-008,1.52443e-007,4.88889e-008,1.23661e-007,4.94406e-008,4.80927e-008,7.06375e-008,1.21419e-007,2.3517e-007,2.12702e-007,4.50825e-008,5.00832e-008,3.74978e-008,1.10726e-007,5.62432e-008,4.82184e-008,7.64902e-008,4.6221e-008,5.61664e-008,3.4438e-007,4.81835e-008,4.98667e-008,8.10236e-007,5.54819e-008,6.92546e-008,6.05664e-008,
243,2.26565e-007,1.65105e-008,4.54806e-008,5.7186e-008,1.54307e-007,4.79041e-008,8.77416e-008,4.85327e-008,4.89518e-008,7.29841e-008,1.22201e-007,2.11829e-007,2.16215e-007,4.94895e-008,5.04952e-008,3.26857e-008,1.0861e-007,5.74165e-008,4.89098e-008,6.92197e-008,5.44832e-008,6.028e-008,3.44178e-007,4.80927e-008,4.96152e-008,7.99732e-007,5.5461e-008,6.8214e-008,6.28711e-008,
244,2.23569e-007,1.66083e-008,4.43911e-008,5.78356e-008,1.57737e-007,5.21435e-008,8.1847e-008,4.93568e-008,5.03695e-008,7.32286e-008,1.23081e-007,2.24358e-007,2.14497e-007,4.7946e-008,5.12495e-008,3.40756e-008,1.14533e-007,5.20178e-008,4.49429e-008,8.98438e-008,5.17314e-008,5.61314e-008,3.42041e-007,5.07676e-008,4.96851e-008,7.86441e-007,5.5454e-008,6.74876e-008,6.14813e-008,
245,2.2653e-007,1.62381e-008,4.14368e-008,5.72419e-008,1.5722e-007,4.94406e-008,8.63308e-008,5.11308e-008,5.09771e-008,7.42133e-008,1.2834e-007,2.27117e-007,2.15377e-007,4.82673e-008,5.54051e-008,3.49765e-008,1.1528e-007,5.36521e-008,4.64654e-008,6.7341e-008,5.06e-008,5.60267e-008,3.39205e-007,5.10121e-008,5.26394e-008,8.03978e-007,5.54819e-008,7.31937e-008,6.04825e-008,
246,2.24994e-007,1.60705e-008,4.24495e-008,5.72908e-008,1.5298e-007,5.06559e-008,8.57232e-008,4.93918e-008,5.28698e-008,7.56102e-008,1.26029e-007,2.30721e-007,2.19323e-007,4.99505e-008,5.28349e-008,3.49765e-008,1.1067e-007,5.44971e-008,4.65632e-008,7.22927e-008,4.63676e-008,5.74445e-008,3.45037e-007,5.08724e-008,5.14381e-008,7.96603e-007,5.57613e-008,6.98273e-008,6.28641e-008,
247,2.29191e-007,1.61473e-008,4.35949e-008,5.73537e-008,1.59538e-007,5.20457e-008,8.95226e-008,5.14591e-008,5.31981e-008,7.67695e-008,1.2584e-007,2.32397e-007,2.20999e-007,5.03276e-008,5.36311e-008,3.77073e-008,1.11062e-007,5.56984e-008,4.69613e-008,5.2786e-008,6.61537e-008,5.72e-008,3.45239e-007,5.08165e-008,4.98318e-008,7.98817e-007,5.5454e-008,7.07562e-008,6.81581e-008,
248,2.26642e-007,1.66013e-008,4.36368e-008,5.72908e-008,1.53015e-007,2.99759e-008,8.74064e-008,4.79041e-008,3.12191e-008,7.77683e-008,1.26441e-007,2.15928e-007,2.36566e-007,5.20108e-008,3.18406e-008,3.80984e-008,1.18465e-007,5.59638e-008,4.79949e-008,8.23289e-008,5.52375e-008,5.6327e-008,3.37312e-007,5.08445e-008,5.26743e-008,7.86916e-007,5.55867e-008,6.84305e-008,6.43378e-008,
249,2.30413e-007,1.67689e-008,4.02775e-008,5.78216e-008,1.54363e-007,3.11143e-008,8.69664e-008,5.76959e-008,3.25879e-008,7.91372e-008,1.28592e-007,2.28157e-007,2.32907e-007,5.27511e-008,3.24064e-008,3.82521e-008,1.17913e-007,5.71092e-008,4.90914e-008,6.62445e-008,5.42527e-008,5.62222e-008,3.4408e-007,5.08165e-008,4.97479e-008,8.22158e-007,5.54819e-008,6.75505e-008,6.71733e-008,
250,2.28164e-007,1.6713e-008,4.77156e-008,5.43575e-008,1.56424e-007,3.14565e-008,8.4906e-008,5.17105e-008,3.3e-008,8.0101e-008,1.29283e-007,2.17597e-007,2.24442e-007,5.36381e-008,3.33143e-008,3.86571e-008,1.19079e-007,5.8094e-008,5.06e-008,7.19924e-008,5.46718e-008,5.63829e-008,3.43109e-007,5.08445e-008,4.99854e-008,7.93599e-007,5.54959e-008,7.16781e-008,6.58883e-008,
251,2.29505e-007,1.59448e-008,4.28337e-008,5.39943e-008,1.53777e-007,3.11702e-008,8.44521e-008,5.1473e-008,3.3873e-008,8.13302e-008,1.30464e-007,2.1986e-007,2.20482e-007,5.68718e-008,3.41664e-008,3.97257e-008,1.1857e-007,5.86597e-008,4.96641e-008,5.46718e-008,4.61441e-008,6.69079e-008,3.37599e-007,5.08445e-008,4.9734e-008,8.09705e-007,5.57613e-008,7.29772e-008,6.4254e-008,
252,2.31468e-007,1.60356e-008,4.49429e-008,5.43784e-008,1.57499e-007,3.38102e-008,8.64216e-008,5.28908e-008,3.44038e-008,2.23073e-008,1.89689e-008,1.65244e-008,2.19197e-007,5.52235e-008,3.44597e-008,3.53327e-008,1.11201e-007,5.95537e-008,4.96851e-008,8.28248e-008,4.71149e-008,5.79054e-008,3.42571e-007,5.38197e-008,5.02718e-008,7.79464e-007,5.368e-008,6.9073e-008,6.70825e-008,
253,2.18659e-007,1.65244e-008,4.27289e-008,5.43016e-008,1.59378e-007,3.48718e-008,8.74762e-008,5.12845e-008,3.57587e-008,2.36552e-008,2.08197e-008,1.76908e-008,2.29324e-007,5.60825e-008,3.69949e-008,3.54864e-008,1.11271e-007,5.40152e-008,4.97479e-008,6.85143e-008,4.61441e-008,5.64387e-008,3.4165e-007,5.08025e-008,5.00133e-008,7.83123e-007,5.28e-008,6.82559e-008,6.56159e-008,
254,2.27508e-007,1.83054e-008,4.0473e-008,5.42318e-008,1.56067e-007,3.48159e-008,9.11219e-008,6.04965e-008,3.63733e-008,2.4626e-008,2.17625e-008,1.87943e-008,2.37258e-007,5.70254e-008,3.62476e-008,3.73791e-008,1.11844e-007,5.58381e-008,5.07537e-008,4.81625e-008,4.77086e-008,5.68578e-008,3.35909e-007,5.08584e-008,5.34705e-008,7.80693e-007,5.29187e-008,6.96876e-008,6.44914e-008,
255,2.22689e-007,2.01213e-008,4.05219e-008,5.412e-008,1.55432e-007,3.5633e-008,8.91035e-008,4.54946e-008,3.61289e-008,2.53244e-008,2.25378e-008,1.94368e-008,2.23024e-007,5.79822e-008,3.70508e-008,3.75956e-008,1.1118e-007,5.66203e-008,5.08864e-008,3.74978e-008,5.01041e-008,7.19016e-008,3.37222e-007,5.09841e-008,5.08724e-008,8.21669e-007,5.27511e-008,7.18527e-008,6.72222e-008,
256,2.24337e-007,1.76419e-008,4.04521e-008,5.6327e-008,1.54105e-007,3.60451e-008,8.96203e-008,4.73664e-008,3.63244e-008,2.4661e-008,2.34108e-008,2.02889e-008,2.2373e-007,3.2553e-008,3.7414e-008,3.86083e-008,1.12004e-007,5.79333e-008,5.24718e-008,3.43549e-008,5.03556e-008,7.29422e-008,3.16926e-007,5.08794e-008,5.00343e-008,7.74442e-007,5.25486e-008,7.06933e-008,6.57695e-008,
257,2.25846e-007,2.11898e-008,4.04451e-008,5.39943e-008,1.55481e-007,3.696e-008,8.85448e-008,4.81765e-008,3.76514e-008,2.66794e-008,2.3753e-008,2.09105e-008,2.29533e-007,3.39429e-008,3.83848e-008,3.99702e-008,1.12053e-007,5.85689e-008,5.37498e-008,4.52222e-008,5.016e-008,7.1287e-008,3.38772e-007,5.08235e-008,5.06768e-008,7.78402e-007,5.25975e-008,7.72724e-008,6.424e-008,
258,2.22668e-007,1.62521e-008,4.19886e-008,5.39314e-008,1.55187e-007,4.78203e-008,8.91803e-008,4.80508e-008,3.96559e-008,2.71962e-008,2.44584e-008,2.2021e-008,2.27592e-007,3.46762e-008,3.93276e-008,3.97467e-008,1.13716e-007,5.93581e-008,5.39803e-008,6.21937e-008,5.16546e-008,8.08064e-008,3.35783e-007,5.08305e-008,4.95943e-008,7.76572e-007,5.26813e-008,6.96387e-008,6.74876e-008,
259,2.23415e-007,1.59029e-008,4.33854e-008,6.51968e-008,1.55055e-007,3.91391e-008,9.20927e-008,4.94895e-008,4.01518e-008,2.90889e-008,2.47727e-008,2.26775e-008,2.26439e-007,3.55702e-008,4.01587e-008,4.09898e-008,1.13408e-007,6.00984e-008,5.43854e-008,7.92e-008,5.00552e-008,7.13289e-008,3.36188e-007,5.07816e-008,4.96362e-008,7.74149e-007,5.26394e-008,6.83676e-008,6.56927e-008,
260,2.26558e-007,1.69924e-008,4.27359e-008,5.72e-008,1.49865e-007,3.88737e-008,8.77905e-008,4.96083e-008,3.88946e-008,2.83975e-008,2.56597e-008,2.35086e-008,2.27152e-007,3.66108e-008,4.05638e-008,4.24705e-008,1.13464e-007,6.116e-008,5.37918e-008,5.75841e-008,5.04184e-008,7.30959e-008,3.35832e-007,5.36171e-008,4.98038e-008,7.6993e-007,5.26045e-008,7.11124e-008,6.40933e-008,
261,2.25322e-007,1.68527e-008,4.26521e-008,5.71441e-008,1.48964e-007,3.99702e-008,9.21416e-008,4.80368e-008,4.01518e-008,3.62616e-008,3.20292e-008,3.10235e-008,2.29931e-007,3.7407e-008,4.19816e-008,3.95162e-008,1.12263e-007,6.2026e-008,5.57473e-008,5.93721e-008,5.04114e-008,7.26349e-008,3.35161e-007,5.18362e-008,5.14241e-008,7.70189e-007,5.2793e-008,7.21879e-008,6.9967e-008,
262,2.26041e-007,1.70552e-008,4.40768e-008,5.73676e-008,1.46213e-007,4.07594e-008,9.08426e-008,4.85257e-008,4.10108e-008,3.06044e-008,2.76711e-008,2.93822e-008,2.30937e-007,3.77003e-008,4.21492e-008,4.0047e-008,1.16411e-007,5.65225e-008,5.29048e-008,7.48489e-008,5.08235e-008,7.2614e-008,3.37536e-007,5.18781e-008,5.11238e-008,8.05682e-007,5.26184e-008,7.1287e-008,6.50152e-008,
263,2.31391e-007,1.87454e-008,4.06267e-008,5.7193e-008,1.4909e-007,4.14298e-008,8.85168e-008,4.83022e-008,4.15695e-008,3.17708e-008,2.86838e-008,2.67492e-008,2.2938e-007,3.75118e-008,4.24984e-008,4.10318e-008,1.18241e-007,5.84362e-008,5.28629e-008,7.34521e-008,5.31003e-008,7.24952e-008,3.34651e-007,5.18083e-008,5.11727e-008,7.78989e-007,5.25905e-008,6.94991e-008,6.35416e-008,
264,2.29547e-007,1.61683e-008,4.29803e-008,5.73257e-008,1.57771e-007,4.28825e-008,9.07797e-008,5.60756e-008,4.32248e-008,3.24343e-008,2.992e-008,2.76292e-008,2.4038e-007,3.83568e-008,4.38114e-008,4.25054e-008,1.17138e-007,5.92184e-008,5.30445e-008,4.90705e-008,5.07676e-008,7.48279e-008,3.33059e-007,5.37429e-008,5.01879e-008,7.66718e-007,5.39594e-008,6.82559e-008,6.62305e-008,
